frame,ID,left_xmin,left_ymin,left_xmax,left_ymax,f,C_x,C_y,x_il,v_il,x_ir,v_ir,disparitas,X,Y,Z,X_val,Y_val,Z_val,distance_cm
6,5,1157,11,1197,55,1051.1309814453125,963.1541137695312,546.8471069335938,1177,33,1079,30,98,0.267224445939064,0.5007853150367737,1.4754940867424011,0.2619372587124575,-0.6294051522808081,1.2875177197974599,144.58
6,6,855,36,892,75,1051.1309814453125,963.1541137695312,546.8471069335938,873,55,763,54,110,-0.10211369395256042,0.5183330416679383,1.2947575449943542,-0.0983819252518391,-0.5367349673402011,1.1470612412741006,127.71
6,7,872,1,900,42,1051.1309814453125,963.1541137695312,546.8471069335938,886,21,799,17,87,-0.10444911196827888,0.4918293595314026,1.5718954801559448,-0.10645407439926266,-0.7255422207474331,1.4503073165534606,151.42
7,0,944,32,987,78,1051.1309814453125,963.1541137695312,546.8471069335938,965,55,854,55,111,0.0011061379336751997,0.5127385795116425,1.3207611441612244,0.0019962016263225697,-0.5318995171839832,1.1367273562175773,132.5
7,1,791,37,830,86,1051.1309814453125,963.1541137695312,546.8471069335938,810,61,699,60,111,-0.16272488236427307,0.5215094923973084,1.2706190347671509,-0.16562585815870842,-0.5254109213213367,1.1367273562175773,121.28
7,2,907,11,944,50,1051.1309814453125,963.1541137695312,546.8471069335938,925,30,832,27,93,-0.053014155477285385,0.4956354141235352,1.5587732791900635,-0.049247124277811846,-0.6671163655257641,1.3567391025822695,150.58
7,3,1034,12,1074,58,1051.1309814453125,963.1541137695312,546.8471069335938,1054,35,957,33,97,0.11227021738886833,0.5018786132335663,1.4640415906906128,0.1124232110141138,-0.6334188337793947,1.300791098352073,141.54
7,4,1156,11,1198,56,1051.1309814453125,963.1541137695312,546.8471069335938,1177,33,1079,30,98,0.26775410771369934,0.5013800501823426,1.4767826199531555,0.2619372587124575,-0.6294051522808081,1.2875177197974599,144.94
7,5,854,35,892,75,1051.1309814453125,963.1541137695312,546.8471069335938,873,55,762,54,111,-0.10392241179943085,0.517793008685112,1.2960237860679626,-0.09749560160092163,-0.5318995171839832,1.1367273562175773,128.72
7,6,833,10,865,46,1051.1309814453125,963.1541137695312,546.8471069335938,849,28,756,24,93,-0.1500609666109085,0.49506240487098696,1.5823082327842712,-0.14734353054534716,-0.6696978499012255,1.3567391025822695,152.65
7,7,872,0,901,42,1051.1309814453125,963.1541137695312,546.8471069335938,886,21,797,16,89,-0.10500524938106537,0.4922973155975342,1.5847182273864746,-0.104061848008268,-0.7092379011800751,1.4177161409005739,152.97
8,0,944,32,987,79,1051.1309814453125,963.1541137695312,546.8471069335938,965,55,855,55,110,0.004256055923178792,0.5114034950733185,1.4520694017410278,0.002014348913834593,-0.5367349673402011,1.1470612412741006,134.23
8,1,791,37,830,86,1051.1309814453125,963.1541137695312,546.8471069335938,810,61,698,60,112,-0.16565409302711487,0.5238576173782349,1.2460508346557617,-0.16414705585371994,-0.5207197523809677,1.1265780048227774,119.73
8,2,907,11,945,50,1051.1309814453125,963.1541137695312,546.8471069335938,926,30,833,28,93,-0.055561602115631104,0.5014145016670227,1.5386505126953125,-0.04795638209008112,-0.6671163655257641,1.3567391025822695,148.32
8,3,1034,13,1074,59,1051.1309814453125,963.1541137695312,546.8471069335938,1054,36,957,33,97,0.11586644500494003,0.5013097763061524,1.4887830018997192,0.1124232110141138,-0.6321813180736322,1.300791098352073,143.22
8,4,1157,12,1197,55,1051.1309814453125,963.1541137695312,546.8471069335938,1177,33,1079,29,98,0.26725831627845764,0.5013754308223725,1.465743064880371,0.2619372587124575,-0.6294051522808081,1.2875177197974599,144.39
8,5,855,36,892,74,1051.1309814453125,963.1541137695312,546.8471069335938,873,55,763,55,110,-0.10290656983852386,0.5177976131439209,1.296122670173645,-0.0983819252518391,-0.5367349673402011,1.1470612412741006,127.84
8,6,872,0,900,42,1051.1309814453125,963.1541137695312,546.8471069335938,886,21,798,17,88,-0.10543258115649223,0.4919703543186188,1.5840699672698975,-0.10524436900836194,-0.7172974227843941,1.4338265515926258,152.89
8,7,834,9,864,46,1051.1309814453125,963.1541137695312,546.8471069335938,849,27,755,24,94,-0.14964565634727478,0.4943441390991211,1.5725936889648438,-0.14577604617784345,-0.6638504155773717,1.3423057078739475,151.66
9,0,944,32,986,78,1051.1309814453125,963.1541137695312,546.8471069335938,965,55,855,55,110,-0.002780086826533079,0.5138238906860352,1.4779130816459656,0.002014348913834593,-0.5367349673402011,1.1470612412741006,140.2
9,1,791,38,829,86,1051.1309814453125,963.1541137695312,546.8471069335938,810,62,699,60,111,-0.17897456884384155,0.524938040971756,1.2762192487716675,-0.16562585815870842,-0.5243294886775623,1.1367273562175773,127.72
9,2,907,12,945,51,1051.1309814453125,963.1541137695312,546.8471069335938,926,31,833,26,93,-0.05141635984182358,0.5041995882987976,1.4951701164245605,-0.04795638209008112,-0.6658256233380333,1.3567391025822695,146.31
9,3,1034,12,1075,58,1051.1309814453125,963.1541137695312,546.8471069335938,1054,35,956,34,98,0.11425988376140594,0.5022922098636627,1.4779383540153503,0.1112760353915208,-0.6269553762918497,1.2875177197974599,142.62
9,4,1156,12,1198,55,1051.1309814453125,963.1541137695312,546.8471069335938,1177,33,1079,31,98,0.26685531437397003,0.501260393857956,1.4810604453086853,0.2619372587124575,-0.6294051522808081,1.2875177197974599,144.74
9,5,871,3,901,45,1051.1309814453125,963.1541137695312,546.8471069335938,886,24,798,16,88,-0.10301649570465088,0.4970973372459412,1.5783214569091797,-0.10524436900836194,-0.7132051833482934,1.4338265515926258,151.25
9,6,833,12,865,47,1051.1309814453125,963.1541137695312,546.8471069335938,849,29,756,24,93,-0.14821741729974747,0.4972150266170502,1.5590733885765076,-0.14734353054534716,-0.6684071077134949,1.3567391025822695,151.35
9,7,855,38,893,75,1051.1309814453125,963.1541137695312,546.8471069335938,874,56,763,53,111,-0.10184912383556366,0.5226839721202851,1.4208709001541138,-0.09641416895714724,-0.5308180845402087,1.1367273562175773,135.92
10,0,944,32,987,78,1051.1309814453125,963.1541137695312,546.8471069335938,965,55,957,33,8,0.0010550147271715105,0.5110416948795319,1.413810133934021,0.027697297565225654,-7.380105800927765,15.772092067518884,132.46
10,1,790,37,830,86,1051.1309814453125,963.1541137695312,546.8471069335938,810,61,763,54,47,-0.16941862553358078,0.5235925406217575,1.2388026714324951,-0.39115894160886455,-1.2408640907801782,2.684611415747895,121.47
10,2,908,11,945,49,1051.1309814453125,963.1541137695312,546.8471069335938,926,30,832,27,94,-0.053220804780721664,0.49820327162742617,1.52567058801651,-0.047446207812527064,-0.6600193829137879,1.3423057078739475,148.85
10,3,1033,12,1074,58,1051.1309814453125,963.1541137695312,546.8471069335938,1053,35,757,24,296,0.11253301799297333,0.5019160449504853,1.4624337553977966,0.036435852854425944,-0.2075730637723016,0.42627275858159147,141.82
10,4,853,36,892,75,1051.1309814453125,963.1541137695312,546.8471069335938,872,55,855,55,17,-0.10397526621818542,0.5184523403644562,1.296633243560791,-0.6436500471271329,-3.4729909651424777,7.422160972950063,128.81
10,5,1157,11,1196,55,1051.1309814453125,963.1541137695312,546.8471069335938,1176,33,1079,31,97,0.2649979442358017,0.500175678730011,1.454691231250763,0.26340012711713273,-0.6358938651909195,1.300791098352073,143.12
10,6,871,1,900,42,1051.1309814453125,963.1541137695312,546.8471069335938,885,21,798,17,87,-0.10567223280668259,0.49322589635849,1.5787587761878967,-0.1078338332895955,-0.7255422207474331,1.4503073165534606,152.29
11,0,944,32,987,79,1051.1309814453125,963.1541137695312,546.8471069335938,965,55,763,54,202,0.0009275710326619446,0.5130702197551728,1.3089430332183838,0.001096922675850521,-0.2922814178585254,0.6246373096047083,129.8
11,1,790,38,830,87,1051.1309814453125,963.1541137695312,546.8471069335938,810,62,699,60,111,-0.16779140383005142,0.5238951981067658,1.2517728805541992,-0.16562585815870842,-0.5243294886775623,1.1367273562175773,121.72
11,2,1034,13,1077,58,1051.1309814453125,963.1541137695312,546.8471069335938,1055,35,957,34,98,0.11491633206605911,0.502845311164856,1.4630237817764282,0.11250092338599996,-0.6269553762918497,1.2875177197974599,142.02
11,3,907,11,945,51,1051.1309814453125,963.1541137695312,546.8471069335938,926,31,833,28,93,-0.05266931653022766,0.495795214176178,1.5581570863723755,-0.04795638209008112,-0.6658256233380333,1.3567391025822695,150.41
11,4,853,36,892,76,1051.1309814453125,963.1541137695312,546.8471069335938,872,56,854,56,18,-0.10495400428771973,0.5185526847839356,1.2981244325637817,-0.6078917111756255,-3.2733781879979533,7.009818696675059,128.81
11,5,1156,11,1198,56,1051.1309814453125,963.1541137695312,546.8471069335938,1177,33,1079,30,98,0.2659691274166107,0.5006888449192047,1.4569838643074036,0.2619372587124575,-0.6294051522808081,1.2875177197974599,143.33
11,6,834,9,863,46,1051.1309814453125,963.1541137695312,546.8471069335938,848,27,757,23,91,-0.14996545016765594,0.4953664779663086,1.574652910232544,-0.15190096004589276,-0.6857355941128893,1.3865575443972644,151.7
11,7,872,0,901,41,1051.1309814453125,963.1541137695312,546.8471069335938,886,20,798,17,88,-0.10469211637973785,0.49152048826217654,1.584564447402954,-0.10524436900836194,-0.7186615025964277,1.4338265515926258,152.84
12,0,944,31,987,78,1051.1309814453125,963.1541137695312,546.8471069335938,965,54,763,54,202,-0.0012782443664036691,0.512074762582779,1.4291353225708008,0.001096922675850521,-0.29287567044990637,0.6246373096047083,132.79
12,1,791,37,829,86,1051.1309814453125,963.1541137695312,546.8471069335938,810,61,699,60,111,-0.16585049033164978,0.5238734126091004,1.2454214692115784,-0.16562585815870842,-0.5254109213213367,1.1367273562175773,120.35
12,2,908,11,944,48,1051.1309814453125,963.1541137695312,546.8471069335938,926,29,833,27,93,-0.04889032989740372,0.49646600484848025,1.554275393486023,-0.04795638209008112,-0.6684071077134949,1.3567391025822695,149.94
12,3,1034,13,1074,58,1051.1309814453125,963.1541137695312,546.8471069335938,1054,35,957,33,97,0.11373785510659218,0.502861225605011,1.4837976098060608,0.1124232110141138,-0.6334188337793947,1.300791098352073,143.19
12,4,855,35,893,73,1051.1309814453125,963.1541137695312,546.8471069335938,874,54,854,56,20,-0.1023699901998043,0.5167782694101334,1.2945818901062012,-0.5350986377121671,-2.958044271544054,6.308836827007553,128.66
12,5,1156,12,1197,56,1051.1309814453125,963.1541137695312,546.8471069335938,1176,34,1079,30,97,0.26780110597610474,0.5021384000778198,1.4801015853881836,0.26340012711713273,-0.634656349485157,1.300791098352073,145.12
12,6,833,9,863,44,1051.1309814453125,963.1541137695312,546.8471069335938,848,26,757,24,91,-0.15245845913887024,0.49462311863899233,1.5788856148719788,-0.15190096004589276,-0.68705470426079,1.3865575443972644,152.6
12,7,872,0,900,39,1051.1309814453125,963.1541137695312,546.8471069335938,886,19,798,17,88,-0.10417371615767479,0.49174931049346926,1.5819741487503052,-0.10524436900836194,-0.7200255824084614,1.4338265515926258,152.8
13,0,944,32,987,78,1051.1309814453125,963.1541137695312,546.8471069335938,965,55,854,56,111,-0.00019570715085137635,0.5117804050445557,1.3120403289794922,0.0019962016263225697,-0.5318995171839832,1.1367273562175773,131.02
13,1,791,37,830,86,1051.1309814453125,963.1541137695312,546.8471069335938,810,61,699,61,111,-0.1680377945303917,0.5225718259811402,1.2435025572776794,-0.16562585815870842,-0.5254109213213367,1.1367273562175773,122.5
13,2,907,11,945,50,1051.1309814453125,963.1541137695312,546.8471069335938,926,30,833,28,93,-0.04919843003153801,0.49690779447555544,1.5300997495651245,-0.04795638209008112,-0.6671163655257641,1.3567391025822695,149.01
13,3,1034,12,1075,58,1051.1309814453125,963.1541137695312,546.8471069335938,1054,35,957,33,97,0.11337949708104134,0.5016743779182434,1.4608033895492554,0.1124232110141138,-0.6334188337793947,1.300791098352073,141.42
13,4,855,35,892,74,1051.1309814453125,963.1541137695312,546.8471069335938,873,54,762,55,111,-0.10328295826911926,0.5172242760658264,1.293278694152832,-0.09749560160092163,-0.5329809498277576,1.1367273562175773,128.43
13,5,1156,11,1197,56,1051.1309814453125,963.1541137695312,546.8471069335938,1176,33,1079,32,97,0.26615050435066223,0.500802481174469,1.4644081592559814,0.26340012711713273,-0.6358938651909195,1.300791098352073,143.71
13,6,871,0,900,41,1051.1309814453125,963.1541137695312,546.8471069335938,885,20,799,18,86,-0.10573437809944153,0.4913016796112061,1.5789908170700073,-0.10908771507203266,-0.7353745607963446,1.4671713551180356,152.51
13,7,834,10,864,45,1051.1309814453125,963.1541137695312,546.8471069335938,849,27,756,24,93,-0.15029405802488327,0.49431567788124087,1.5674620866775513,-0.14734353054534716,-0.6709885920889563,1.3567391025822695,151.83
14,0,944,32,987,78,1051.1309814453125,963.1541137695312,546.8471069335938,965,55,854,55,111,0.002030780422501266,0.5125813126564026,1.3121730089187622,0.0019962016263225697,-0.5318995171839832,1.1367273562175773,130.13
14,1,790,36,830,86,1051.1309814453125,963.1541137695312,546.8471069335938,810,61,698,60,112,-0.16616176813840866,0.5234185248613358,1.2419494986534119,-0.16414705585371994,-0.5207197523809677,1.1265780048227774,120.1
14,2,907,10,945,48,1051.1309814453125,963.1541137695312,546.8471069335938,926,29,833,27,93,-0.05261831730604172,0.4940925776958466,1.574332058429718,-0.04795638209008112,-0.6684071077134949,1.3567391025822695,150.27
14,3,1034,12,1076,59,1051.1309814453125,963.1541137695312,546.8471069335938,1055,35,956,33,99,0.1137225441634655,0.5023854613304138,1.462574064731598,0.111364550422505,-0.6206224937030431,1.2745124903045562,141.44
14,4,855,34,892,73,1051.1309814453125,963.1541137695312,546.8471069335938,873,53,763,54,110,-0.10421386361122131,0.5166076064109802,1.2938871383666992,-0.0983819252518391,-0.5389174950394549,1.1470612412741006,128.37
14,5,1156,11,1198,56,1051.1309814453125,963.1541137695312,546.8471069335938,1177,33,1078,30,99,0.26599104702472687,0.5007377207279206,1.4526715278625488,0.25929142781637204,-0.6230475244799918,1.2745124903045562,143.31
14,6,872,0,900,38,1051.1309814453125,963.1541137695312,546.8471069335938,886,19,799,17,87,-0.10531491786241531,0.4893930196762085,1.576415777206421,-0.10645407439926266,-0.7283017385280988,1.4503073165534606,152.47
14,7,834,8,863,44,1051.1309814453125,963.1541137695312,546.8471069335938,848,26,756,23,92,-0.1508399248123169,0.4933996438980103,1.5650330781936646,-0.1502498626540896,-0.6795867183449119,1.3714862667407726,151.36
15,0,943,31,988,79,1051.1309814453125,963.1541137695312,546.8471069335938,965,55,854,55,111,-0.00019541957590263337,0.5126131415367127,1.336177945137024,0.0019962016263225697,-0.5318995171839832,1.1367273562175773,131.27
15,1,791,36,830,87,1051.1309814453125,963.1541137695312,546.8471069335938,810,61,698,60,112,-0.168148472905159,0.5234593689441681,1.2499865293502808,-0.16414705585371994,-0.5207197523809677,1.1265780048227774,121.92
15,2,907,10,945,50,1051.1309814453125,963.1541137695312,546.8471069335938,926,30,833,26,93,-0.05107136443257332,0.49909993410110476,1.5011544227600098,-0.04795638209008112,-0.6671163655257641,1.3567391025822695,146.06
15,3,1034,12,1076,58,1051.1309814453125,963.1541137695312,546.8471069335938,1055,35,957,33,98,0.11428610980510712,0.5016241312026978,1.468423068523407,0.11250092338599996,-0.6269553762918497,1.2875177197974599,141.75
15,4,1156,12,1197,56,1051.1309814453125,963.1541137695312,546.8471069335938,1176,34,1079,30,97,0.26783865690231323,0.5019849479198456,1.4843988418579102,0.26340012711713273,-0.634656349485157,1.300791098352073,145.57
15,5,854,36,892,75,1051.1309814453125,963.1541137695312,546.8471069335938,873,55,763,54,110,-0.10213097929954529,0.5194705367088318,1.2900503873825073,-0.0983819252518391,-0.5367349673402011,1.1470612412741006,124.35
15,6,833,11,864,46,1051.1309814453125,963.1541137695312,546.8471069335938,848,28,756,24,92,-0.14995912462472916,0.4943189263343811,1.5680989623069763,-0.1502498626540896,-0.6769771743566738,1.3714862667407726,151.24
15,7,871,0,901,41,1051.1309814453125,963.1541137695312,546.8471069335938,886,20,798,17,88,-0.10436929762363434,0.48700746297836306,1.5765835046768188,-0.10524436900836194,-0.7186615025964277,1.4338265515926258,152.92
16,0,944,32,987,78,1051.1309814453125,963.1541137695312,546.8471069335938,965,55,855,55,110,0.0009528119408059865,0.5158996224403382,1.515413522720337,0.002014348913834593,-0.5367349673402011,1.1470612412741006,142.5
16,1,791,37,830,87,1051.1309814453125,963.1541137695312,546.8471069335938,810,62,699,61,111,-0.17180640250444412,0.5234159618616104,1.2692939639091492,-0.16562585815870842,-0.5243294886775623,1.1367273562175773,124.2
16,2,907,12,945,50,1051.1309814453125,963.1541137695312,546.8471069335938,926,31,833,28,93,-0.04915793240070343,0.5053455471992493,1.4752615690231323,-0.04795638209008112,-0.6658256233380333,1.3567391025822695,144.38
16,3,1033,12,1074,58,1051.1309814453125,963.1541137695312,546.8471069335938,1053,35,957,33,96,0.11201592162251472,0.5015990376472473,1.450868546962738,0.11234387963448,-0.6400169466312633,1.3143410056265736,141.09
