frame,ID,left_xmin,left_ymin,left_xmax,left_ymax,f,C_x,C_y,x_il,v_il,x_ir,v_ir,disparitas,X,Y,Z,X_val,Y_val,Z_val,distance_cm
0,0,838,259,881,295,1051.1309814453125,963.1541137695312,546.8471069335938,859,277,760,276,99,-0.12996789067983627,0.7619895428419113,1.2540048956871033,-0.1262884657184617,-0.3271937696922577,1.2745124903045562,128.93
0,1,1078,224,1112,267,1051.1309814453125,963.1541137695312,546.8471069335938,1095,245,1007,246,88,0.19471877813339233,0.8136752188205719,1.7042645812034607,0.17984831170666252,-0.4117435448888655,1.4338265515926258,164.62
0,2,964,227,991,268,1051.1309814453125,963.1541137695312,546.8471069335938,977,247,889,247,88,0.017322050407528877,0.7649778068065644,1.4085955619812012,0.01888689388669656,-0.4090153852647983,1.4338265515926258,137.95
0,3,861,212,898,248,1051.1309814453125,963.1541137695312,546.8471069335938,879,230,798,233,81,-0.13926249742507935,0.7762832581996918,1.5301711559295654,-0.1247133041598587,-0.4695557691617843,1.5577374881500132,155.27
0,4,1021,266,1057,302,1051.1309814453125,963.1541137695312,546.8471069335938,1039,284,937,283,102,0.09854510799050331,0.7932002484798432,1.3576492667198181,0.0892594717302419,-0.3093324513266747,1.2370268288250106,150.75
0,5,1129,245,1159,287,1051.1309814453125,963.1541137695312,546.8471069335938,1144,266,1050,266,94,0.24475659430027008,0.7888302743434906,1.4773004055023193,0.23094216574122584,-0.3586448133785325,1.3423057078739475,147.38
0,6,945,257,977,295,1051.1309814453125,963.1541137695312,546.8471069335938,961,276,862,275,99,-0.00018881841970141977,0.7666406869888306,1.2824737429618835,-0.002611896094081065,-0.32840628508073205,1.2745124903045562,130.14
0,7,999,247,1030,281,1051.1309814453125,963.1541137695312,546.8471069335938,1014,264,922,265,92,0.07628908008337021,0.7751553893089295,1.3581551313400269,0.06634228836968187,-0.3690509837445649,1.3714862667407726,140.19
0,8,915,240,949,278,1051.1309814453125,963.1541137695312,546.8471069335938,932,259,839,260,93,-0.044407252222299576,0.7938727527856827,1.535897672176361,-0.040211928963696755,-0.3715364045354275,1.3567391025822695,145.77
0,9,1180,261,1211,298,1051.1309814453125,963.1541137695312,546.8471069335938,1195,279,1149,247,46,0.30626752972602844,0.7983723223209381,1.4666701555252075,0.6050120386104798,-0.6989588076655566,2.742972533481545,144.76
0,11,1012,216,1046,248,1051.1309814453125,963.1541137695312,546.8471069335938,1029,232,947,232,82,0.09672095626592636,0.778148764371872,1.5279837846755981,0.09639116929140361,-0.46090169823398314,1.5387406895140374,152.65
0,12,1140,217,1169,250,1051.1309814453125,963.1541137695312,546.8471069335938,1154,233,1072,233,82,0.27923229336738586,0.7835385143756867,1.5446017980575562,0.2793774855398147,-0.45943780770399584,1.5387406895140374,155.86
1,0,839,258,881,296,1051.1309814453125,963.1541137695312,546.8471069335938,860,277,760,277,100,-0.12760166823863983,0.7614020049571991,1.2529900074005127,-0.1238251908266875,-0.3239218319953352,1.2617673654015107,128.63
1,1,861,212,898,249,1051.1309814453125,963.1541137695312,546.8471069335938,879,230,798,233,81,-0.1287771761417389,0.7765736520290375,1.5334761142730713,-0.1247133041598587,-0.4695557691617843,1.5577374881500132,152.95
1,2,1020,266,1057,302,1051.1309814453125,963.1541137695312,546.8471069335938,1038,284,937,282,101,0.09147035330533981,0.7855650424957276,1.3284637928009033,0.08895472369332393,-0.31239514886456254,1.2492746192094166,143.51
1,3,1078,225,1112,267,1051.1309814453125,963.1541137695312,546.8471069335938,1095,246,1008,247,87,0.18931825459003448,0.8008197784423828,1.587386965751648,0.18191553368030233,-0.4150964704225426,1.4503073165534606,158.86
1,4,963,227,991,266,1051.1309814453125,963.1541137695312,546.8471069335938,977,246,889,246,88,0.017350327223539352,0.7655547201633454,1.4156438112258911,0.01888689388669656,-0.41037946507683193,1.4338265515926258,138.73
1,5,945,258,977,295,1051.1309814453125,963.1541137695312,546.8471069335938,961,276,862,275,99,-0.0014231587992981076,0.7672691881656647,1.2886927127838135,-0.002611896094081065,-0.32840628508073205,1.2745124903045562,130.4
1,6,1130,244,1159,287,1051.1309814453125,963.1541137695312,546.8471069335938,1144,265,1050,265,94,0.2375224456191063,0.7806788623332978,1.3839234113693237,0.23094216574122584,-0.35992182426639374,1.3423057078739475,142.94
1,7,1001,249,1032,281,1051.1309814453125,963.1541137695312,546.8471069335938,1016,265,922,266,94,0.07727713882923126,0.7738504052162171,1.359183669090271,0.0674847720949856,-0.35992182426639374,1.3423057078739475,139.75
1,8,915,241,949,279,1051.1309814453125,963.1541137695312,546.8471069335938,932,260,838,260,94,-0.044349104166030884,0.7681578040122986,1.3525580167770386,-0.03978414248535955,-0.3663068787057,1.3423057078739475,141.74
1,9,1011,215,1046,248,1051.1309814453125,963.1541137695312,546.8471069335938,1028,231,947,233,81,0.09933211654424667,0.7846936821937561,1.553242802619934,0.09609922047452024,-0.4680738059092046,1.5577374881500132,155.95
1,11,1180,261,1212,298,1051.1309814453125,963.1541137695312,546.8471069335938,1196,279,1149,246,47,0.28946879506111145,0.7810349106788635,1.3624053001403809,0.5946934638200219,-0.6840873436726724,2.684611415747895,141.42
1,12,1141,218,1169,251,1051.1309814453125,963.1541137695312,546.8471069335938,1155,234,1072,234,83,0.27757246792316437,0.7836957216262818,1.54021155834198,0.2774577450328164,-0.4524561591357674,1.520201645062061,155.42
2,0,839,259,881,296,1051.1309814453125,963.1541137695312,546.8471069335938,860,277,760,277,100,-0.1275385245680809,0.7576566427946091,1.2492255568504333,-0.1238251908266875,-0.3239218319953352,1.2617673654015107,127.99
2,1,862,213,899,248,1051.1309814453125,963.1541137695312,546.8471069335938,880,230,798,233,82,-0.12174707651138306,0.7714968860149384,1.5139681100845337,-0.1217285196767024,-0.4638294792939577,1.5387406895140374,151.83
2,2,1078,224,1111,267,1051.1309814453125,963.1541137695312,546.8471069335938,1094,245,1008,247,86,0.18808235228061676,0.798007869720459,1.5002504587173462,0.18263502798520168,-0.42131897616535074,1.4671713551180356,159.15
2,3,964,227,991,266,1051.1309814453125,963.1541137695312,546.8471069335938,977,246,889,246,88,0.017299458384513855,0.7648226261138916,1.4197900295257568,0.01888689388669656,-0.41037946507683193,1.4338265515926258,138.28
2,4,1021,266,1057,301,1051.1309814453125,963.1541137695312,546.8471069335938,1039,283,937,283,102,0.09316425025463104,0.7834534287452698,1.3230355978012085,0.0892594717302419,-0.310509304497841,1.2370268288250106,144.63
2,5,945,257,977,295,1051.1309814453125,963.1541137695312,546.8471069335938,961,276,862,275,99,-0.001417561899870634,0.7662509322166443,1.2816504836082458,-0.002611896094081065,-0.32840628508073205,1.2745124903045562,129.58
2,6,1129,244,1159,286,1051.1309814453125,963.1541137695312,546.8471069335938,1144,265,1050,266,94,0.23736129701137543,0.7768088817596436,1.3736573457717896,0.23094216574122584,-0.35992182426639374,1.3423057078739475,141.58
2,7,1001,249,1032,281,1051.1309814453125,963.1541137695312,546.8471069335938,1016,265,923,264,93,0.07865679636597633,0.7731955289840698,1.3393059968948364,0.06821041480568436,-0.36379195140904313,1.3567391025822695,141.25
2,8,914,240,947,278,1051.1309814453125,963.1541137695312,546.8471069335938,930,259,839,260,91,-0.0471941065043211,0.7878077119588852,1.523791253566742,-0.0437339279180408,-0.3797020397999424,1.3865575443972644,146.03
