frame,ID,left_xmin,left_ymin,left_xmax,left_ymax,distance_cm
0,0,1047,120,1088,157,116.75
0,1,869,96,908,130,127.08
0,2,937,97,966,130,126.19
0,3,1183,109,1221,148,120.35
0,4,1111,115,1151,155,117.43
0,5,768,87,807,125,141.83
0,6,1073,84,1102,119,137.84
0,7,931,130,968,164,113.99
0,8,826,83,861,118,139.24
0,9,970,113,999,146,121.77
0,10,1032,75,1059,110,141.54
0,11,981,86,1010,117,132.04
0,12,992,95,1019,130,126.23
0,13,1240,95,1271,128,126.45
0,14,929,77,959,105,149.56
0,15,1242,114,1279,149,117.33
0,16,812,136,860,172,116.11
1,0,1047,120,1088,158,116.92
1,1,869,94,908,130,128.64
1,2,937,97,966,130,126.83
1,3,1032,75,1059,110,141.12
1,4,1183,109,1221,148,120.8
1,5,1073,85,1101,119,135.36
1,6,768,87,807,125,142.33
1,7,1110,117,1150,156,116.87
1,8,932,130,968,163,114.23
1,9,826,83,861,117,140.27
1,10,984,87,1013,119,130.3
1,11,970,112,1000,146,121.78
1,12,929,77,959,104,148.59
1,13,1239,96,1270,128,127.74
1,14,1243,116,1280,150,116.81
1,15,812,135,860,173,116.44
2,0,1046,119,1088,158,117.42
2,1,869,94,908,130,128.3
2,2,937,97,966,130,126.35
2,3,1184,108,1222,147,121.56
2,4,769,87,807,125,142.63
2,5,1111,116,1150,155,117.46
2,6,1031,75,1059,110,141.55
2,7,1074,83,1102,119,136.53
2,8,932,129,968,163,114.48
2,9,985,87,1015,120,130.9
2,10,970,113,1000,146,121.62
2,11,826,82,861,117,140.13
2,12,1240,95,1271,126,126.99
2,13,929,78,959,105,147.82
3,0,1047,119,1088,157,117.5
3,1,869,95,908,130,128.87
3,2,937,97,965,130,126.46
3,3,1184,108,1221,147,120.96
3,4,769,87,806,125,141.88
3,5,1111,116,1150,155,117.59
3,6,825,81,860,116,142.32
3,7,932,130,968,163,114.31
3,8,1032,75,1059,110,144.34
3,9,1074,85,1102,119,135.79
3,10,970,113,999,146,121.61
3,11,984,86,1013,118,134.03
3,12,929,75,959,103,149.15
3,13,1240,95,1270,127,126.54
3,15,812,133,861,173,117.05
4,0,1046,121,1088,157,116.98
4,1,870,96,908,130,128.2
4,2,937,97,965,130,126.91
4,3,1183,109,1221,148,121.2
4,4,1074,85,1101,120,134.49
4,5,1032,77,1058,111,140.76
4,6,1111,116,1150,156,117.47
4,7,931,131,967,164,113.46
4,8,768,88,807,125,142.26
4,9,970,115,1000,147,120.54
4,10,826,83,860,117,138.85
4,11,984,85,1012,117,131.67
4,12,992,95,1019,131,126.12
4,15,930,78,959,105,145.63
4,16,811,135,859,173,116.9
5,0,1046,120,1088,157,117.2
5,1,937,96,965,130,126.19
5,2,869,95,908,130,128.49
5,3,1182,108,1221,147,121.54
5,4,1073,84,1101,119,135.64
5,5,1032,74,1059,110,142.77
5,6,1110,115,1150,155,117.93
5,7,932,130,968,163,113.35
5,8,768,88,807,125,141.48
5,9,826,82,860,117,140.56
5,10,970,114,1001,146,121.21
5,11,983,85,1012,117,134.29
5,12,931,77,961,105,149.35
5,13,1240,95,1271,126,126.9
6,0,1047,120,1088,157,117.31
6,1,937,98,966,130,126.25
6,2,869,96,908,130,128.04
6,3,1074,84,1102,119,136.29
6,4,1182,109,1221,148,121.68
6,5,1111,116,1150,155,117.14
6,6,1032,75,1058,110,143.01
6,7,768,87,807,125,142.16
6,8,932,130,967,163,113.89
6,9,970,114,1000,146,120.88
6,10,826,82,860,118,139.88
6,11,983,86,1011,117,133.26
6,12,992,95,1019,131,125.89
6,13,1240,94,1271,126,127.71
6,14,929,79,959,105,149.17
6,15,1142,75,1179,104,147.0
7,0,1047,120,1088,158,117.36
7,1,870,96,908,130,127.99
7,2,937,97,965,130,126.26
7,3,1183,108,1221,147,122.08
7,4,1032,76,1059,110,141.02
7,5,1111,116,1150,156,117.83
7,6,1073,86,1101,120,134.53
