frame;ID;left_xmin;left_ymin;left_xmax;left_ymax;f;C_x;C_y;x_il;v_il;x_ir;v_ir;disparitas;X_val;Y_val;Z_val;distance_cm;;X_actual;Y_actual;Z_actual
29;11;1264;187;1315;232;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1289;209;1171;208;118;0.3314764574680008;0.23700719796183484;10.978.786.237.945.600;115.39;;;;
29;12;1379;204;1423;251;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1401;227;1276;227;125;0.4204687408690188;0.23870458037754655;10.277.546.111.730.200;111.81;;;;
29;13;1223;243;1284;289;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1253;266;1104;263;149;0.233508839843635;0.22746570103268274;0.8465004391891148;88.48;;;;
29;14;1456;299;1522;354;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1489;326;1300;325;189;0.3339789771059028;0.21232698454775525;0.6482930938381448;73.27;;;;
29;15;505;281;573;352;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;539;316;343;316;196;-0.2597706408826233;0.19943995735671632;0.6282019890444089;67.96;;;;
29;16;896;317;979;375;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;937;346;731;345;206;-0.01524036056470393;0.20489775220749715;0.5889660412661155;59.08;;;;
29;17;1136;257;1194;304;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1165;280;1001;280;164;0.14774014068483743;0.21553527601538292;0.7639530016766183;78.22;;;;
29;18;1439;227;1491;266;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1465;246;1326;245;139;0.433389137482019;0.22887232070971986;0.9160356523292639;101.95;;;;
29;19;570;267;632;322;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;601;294;420;293;181;-0.24018025501955134;0.20333249215014293;0.6875581166339928;72.92;;;;
29;20;711;205;763;250;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;737;227;603;227;134;-0.2025919325979145;0.22267218318800988;0.9587263163927445;98.48;;;;
30;0;677;310;745;368;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;711;339;506;337;205;-0.14765040769782167;0.20234750755325792;0.5938884930874445;61.27;;;;
30;1;924;258;995;308;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;959;283;795;284;164;-0.0030405839038532977;0.2174369255963756;0.7628550837791278;76.76;;;;
30;2;845;239;903;287;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;874;263;718;263;156;-0.06860238945027783;0.21525973668324952;0.8096706665023495;81.65;;;;
30;3;1500;242;1551;293;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1525;267;1374;268;151;0.4466452418380007;0.22514136620947459;0.8348910326321102;95.25;;;;
30;4;1314;267;1380;321;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1347;294;1177;295;170;0.27103814906966844;0.2164893004657404;0.7320471712397217;78.5;;;;
30;5;1252;282;1324;348;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1288;315;1108;311;180;0.21663434976536186;0.21659041554530817;0.6843756075801869;72.26;;;;
30;6;1020;185;1068;232;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1044;208;926;208;118;0.08224289181169037;0.236126207760471;10.983.872.637.244.700;110.86;;;;
30;7;1234;212;1284;251;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1259;231;1131;230;128;0.27744571310512;0.23635859314247698;10.017.910.027.321.000;104.71;;;;
30;8;487;357;599;442;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;543;399;305;392;238;-0.21191130050066526;0.20049852804232723;0.49641164024856055;53.99;;;;
30;9;1085;199;1135;248;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1110;223;984;223;126;0.1398987046196085;0.23350988231864744;10.215.032.098.694.100;103.81;;;;
30;10;866;190;917;234;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;891;212;764;214;127;-0.06819928626331546;0.22266708575416788;10.186.584.178.942.500;102.56;;;;
30;11;1380;204;1424;252;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1402;228;1275;227;127;0.4147923750557977;0.23576401095239574;10.110.969.046.054.900;110.0;;;;
30;12;1264;186;1315;232;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1289;209;1171;209;118;0.3314764574680008;0.23700719796183484;10.978.786.237.945.600;115.39;;;;
30;13;1224;243;1284;289;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1254;266;1104;263;150;0.2327523744010705;0.22594926302579818;0.840857102927854;87.88;;;;
30;14;1457;298;1521;354;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1489;326;1300;325;189;0.3339789771059028;0.21232698454775525;0.6482930938381448;73.27;;;;
30;15;895;317;978;375;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;936;346;731;345;205;-0.015900259998965695;0.2058972534377776;0.5918390463454624;59.41;;;;
30;16;1438;225;1491;266;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1464;245;1326;245;138;0.4356597904821861;0.22977750532529073;0.9231085158369359;102.7;;;;
30;17;507;281;573;352;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;540;316;342;316;198;-0.25654043732088483;0.1974254123329111;0.6218565144075967;67.19;;;;
30;18;1137;258;1193;303;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1165;280;1001;281;164;0.14774014068483743;0.21553527601538292;0.7639530016766183;78.22;;;;
30;19;569;268;633;323;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;601;295;420;294;181;-0.24018025501955134;0.203906839353242;0.6872265171216753;72.91;;;;
30;20;709;205;765;250;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;737;227;603;226;134;-0.2025919325979145;0.22267218318800988;0.9587263163927445;98.48;;;;
31;0;678;310;745;368;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;711;339;506;338;205;-0.14765040769782167;0.20234750755325792;0.5938884930874445;61.27;;;;
31;1;924;259;995;308;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;959;283;795;284;164;-0.0030405839038532977;0.2174369255963756;0.7628550837791278;76.76;;;;
31;2;845;238;904;287;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;874;262;717;262;157;-0.06816543155569008;0.21322651005621654;0.8048958183827772;81.12;;;;
31;3;1315;268;1381;321;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1348;294;1177;295;171;0.2701551132473836;0.21522328116477116;0.7277661936301327;78.04;;;;
31;4;1252;282;1324;347;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1288;314;1108;311;180;0.21663434976536186;0.21601287752441412;0.6847090493120173;72.28;;;;
31;5;1233;212;1284;251;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1258;231;1132;230;126;0.2808969226507651;0.2401103168431512;10.176.924.472.199.100;106.41;;;;
31;6;1500;243;1552;293;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1526;268;1374;268;152;0.44449651671708595;0.2243440996144184;0.8290034632613101;94.61;;;;
31;7;1020;185;1068;233;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1044;209;926;208;118;0.08224289181169037;0.23700719796183484;10.978.786.237.945.600;110.83;;;;
31;8;1085;199;1134;249;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1109;224;984;222;125;0.14005758206889368;0.23620961612728414;10.291.950.794.545.200;104.63;;;;
31;9;866;191;917;234;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;891;212;764;214;127;-0.06819928626331546;0.22266708575416788;10.186.584.178.942.500;102.56;;;;
31;10;489;356;599;441;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;544;398;306;394;238;-0.21140693485587972;0.20006173458114684;0.4966638230709533;53.98;;;;
31;11;1379;204;1424;251;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1401;227;1275;227;126;0.41713168737005835;0.23681009958089932;1.019.597.828.544.660;110.89;;;;
31;12;1224;243;1284;288;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1254;265;1103;263;151;0.23121096794808327;0.22376445437158143;0.8356859930523681;87.29;;;;
31;13;1264;186;1315;232;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1289;209;1171;208;118;0.3314764574680008;0.23700719796183484;10.978.786.237.945.600;115.39;;;;
31;14;506;282;573;352;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;539;317;342;316;197;-0.2584520081877876;0.1989552715009002;0.6247084788881964;67.58;;;;
31;15;1457;299;1521;354;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1489;326;1300;324;189;0.3339789771059028;0.21232698454775525;0.6482930938381448;73.27;;;;
31;16;896;317;979;375;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;937;346;731;345;206;-0.01524036056470393;0.20489775220749715;0.5889660412661155;59.08;;;;
31;17;1438;225;1491;265;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1464;245;1326;245;138;0.4356597904821861;0.22977750532529073;0.9231085158369359;102.7;;;;
31;18;1135;258;1193;304;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1164;281;1001;280;163;0.1479100861892907;0.21749535036983883;0.7682716120443921;78.7;;;;
31;19;570;268;633;322;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;601;295;420;294;181;-0.24018025501955134;0.203906839353242;0.6872265171216753;72.91;;;;
31;20;710;205;764;250;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;737;227;603;226;134;-0.2025919325979145;0.22267218318800988;0.9587263163927445;98.48;;;;
32;0;925;258;996;308;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;960;283;795;284;165;-0.002294646889533231;0.21611912604730665;0.7582317196350119;76.26;;;;
32;1;678;310;745;369;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;711;339;506;337;205;-0.14765040769782167;0.20234750755325792;0.5938884930874445;61.27;;;;
32;2;846;238;903;287;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;874;262;718;262;156;-0.06860238945027783;0.21459334665914098;0.810055406962154;81.67;;;;
32;3;1251;283;1324;347;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1287;315;1109;311;178;0.21839406704666392;0.21902401571997454;0.6920652211485037;73.12;;;;
32;4;1500;243;1551;293;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1525;268;1373;268;152;0.4437067862995928;0.2243440996144184;0.8290034632613101;94.58;;;;
32;5;1315;268;1380;321;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1347;294;1177;295;170;0.27103814906966844;0.2164893004657404;0.7320471712397217;78.5;;;;
32;6;1020;184;1068;233;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1044;208;926;208;118;0.08224289181169037;0.236126207760471;10.983.872.637.244.700;110.86;;;;
32;7;1234;212;1284;251;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1259;231;1132;230;127;0.27963032501933355;0.23821968442706343;10.096.791.208.638.500;105.56;;;;
32;8;1085;199;1135;248;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1110;223;983;223;127;0.13879714001630447;0.23167122182794953;10.134.598.775.082.300;102.96;;;;
32;9;1380;204;1423;251;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1401;227;1275;227;126;0.41713168737005835;0.23681009958089932;1.019.597.828.544.660;110.89;;;;
32;10;488;357;598;439;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;543;398;305;393;238;-0.21191130050066526;0.20006173458114684;0.4966638230709533;54.0;;;;
32;11;1265;187;1315;232;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1290;209;1171;208;119;0.3296996723082609;0.23501554083610515;1.088.652.753.006.370;114.42;;;;
32;12;866;191;918;234;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;892;212;765;213;127;-0.0672540971022213;0.22266708575416788;10.186.584.178.942.500;102.56;;;;
32;13;1224;243;1284;289;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1254;266;1104;263;150;0.2327523744010705;0.22594926302579818;0.840857102927854;87.88;;;;
32;14;1457;298;1521;354;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1489;326;1300;324;189;0.3339789771059028;0.21232698454775525;0.6482930938381448;73.27;;;;
32;15;1439;225;1492;266;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1465;245;1326;245;139;0.433389137482019;0.228124429747411;0.9164674473776774;101.97;;;;
32;16;506;281;573;352;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;539;316;341;316;198;-0.257146695015122;0.1974254123329111;0.6218565144075967;67.22;;;;
32;17;1137;257;1193;304;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1165;280;1001;280;164;0.14774014068483743;0.21553527601538292;0.7639530016766183;78.22;;;;
32;18;896;316;979;376;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;937;346;732;345;205;-0.01531470378697078;0.2058972534377776;0.5918390463454624;59.41;;;;
32;19;710;204;763;251;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;736;227;603;227;133;-0.20501772925999626;0.22434641012927314;0.965934784937051;99.27;;;;
32;20;569;268;633;323;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;601;295;420;294;181;-0.24018025501955134;0.203906839353242;0.6872265171216753;72.91;;;;
33;0;677;310;745;368;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;711;339;506;338;205;-0.14765040769782167;0.20234750755325792;0.5938884930874445;61.27;;;;
33;1;924;258;996;308;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;960;283;794;284;166;-0.0022808237154998984;0.21481720360123854;0.7536640586733552;75.77;;;;
33;2;845;238;904;287;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;874;262;717;263;157;-0.06816543155569008;0.21322651005621654;0.8048958183827772;81.12;;;;
33;3;1251;283;1324;348;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1287;315;1109;311;178;0.21839406704666392;0.21902401571997454;0.6920652211485037;73.12;;;;
33;4;1315;268;1381;321;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1348;294;1177;295;171;0.2701551132473836;0.21522328116477116;0.7277661936301327;78.04;;;;
33;5;1500;241;1552;293;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1526;267;1374;267;152;0.44449651671708595;0.22366017301072805;0.8293983284700567;94.63;;;;
33;6;1019;185;1068;232;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1043;208;925;208;118;0.08122561195186868;0.236126207760471;10.983.872.637.244.700;110.85;;;;
33;7;1233;212;1284;251;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1258;231;1132;230;126;0.2808969226507651;0.2401103168431512;10.176.924.472.199.100;106.41;;;;
33;8;1085;200;1134;249;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1109;224;983;223;126;0.1389460139572358;0.23433493663421046;10.210.268.645.382.200;103.76;;;;
33;9;488;357;600;442;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;544;399;305;393;239;-0.21052238701129444;0.19965962206725474;0.4943346040968929;53.72;;;;
33;10;865;191;918;234;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;891;212;764;213;127;-0.06819928626331546;0.22266708575416788;10.186.584.178.942.500;102.56;;;;
33;11;506;282;573;352;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;539;317;342;316;197;-0.2584520081877876;0.1989552715009002;0.6247084788881964;67.58;;;;
33;12;1265;187;1316;232;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1290;209;1170;209;120;0.3269521750390254;0.23305707799580427;10.795.806.467.313.100;113.43;;;;
33;13;1379;204;1424;251;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1401;227;1275;227;126;0.41713168737005835;0.23681009958089932;1.019.597.828.544.660;110.89;;;;
33;14;1224;243;1283;288;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1253;265;1104;264;149;0.233508839843635;0.22676800409468992;0.8469032547040777;88.5;;;;
33;15;1438;224;1491;266;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1464;245;1326;245;138;0.4356597904821861;0.22977750532529073;0.9231085158369359;102.7;;;;
33;16;1456;297;1522;355;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1489;326;1300;324;189;0.3339789771059028;0.21232698454775525;0.6482930938381448;73.27;;;;
33;17;1136;257;1194;304;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1165;280;1001;280;164;0.14774014068483743;0.21553527601538292;0.7639530016766183;78.22;;;;
33;18;896;316;980;376;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;938;346;731;345;207;-0.014586836970386726;0.20390790799393435;0.5861207946899507;58.76;;;;
33;19;570;268;632;322;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;601;295;420;294;181;-0.24018025501955134;0.203906839353242;0.6872265171216753;72.91;;;;
33;20;710;204;764;250;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;737;227;603;227;134;-0.2025919325979145;0.22267218318800988;0.9587263163927445;98.48;;;;
34;0;678;311;745;368;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;711;339;506;338;205;-0.14765040769782167;0.20234750755325792;0.5938884930874445;61.27;;;;
34;1;924;258;995;308;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;959;283;795;284;164;-0.0030405839038532977;0.2174369255963756;0.7628550837791278;76.76;;;;
34;2;845;237;903;288;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;874;262;717;263;157;-0.06816543155569008;0.21322651005621654;0.8048958183827772;81.12;;;;
34;3;1250;283;1324;348;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1287;315;1109;312;178;0.21839406704666392;0.21902401571997454;0.6920652211485037;73.12;;;;
34;4;1316;268;1381;321;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1348;294;1177;295;171;0.2701551132473836;0.21522328116477116;0.7277661936301327;78.04;;;;
34;5;1500;241;1551;293;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1525;267;1374;268;151;0.4466452418380007;0.22514136620947459;0.8348910326321102;95.25;;;;
34;6;1020;186;1068;233;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1044;209;926;208;118;0.08224289181169037;0.23700719796183484;10.978.786.237.945.600;110.83;;;;
34;7;1233;212;1284;251;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1258;231;1132;230;126;0.2808969226507651;0.2401103168431512;10.176.924.472.199.100;106.41;;;;
34;8;488;357;600;441;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;544;399;306;394;238;-0.21140693485587972;0.20049852804232723;0.49641164024856055;53.97;;;;
34;9;1085;199;1135;248;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1110;223;983;223;127;0.13879714001630447;0.23167122182794953;10.134.598.775.082.300;102.96;;;;
34;10;866;190;917;234;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;891;212;764;213;127;-0.06819928626331546;0.22266708575416788;10.186.584.178.942.500;102.56;;;;
34;11;1223;243;1284;289;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1253;266;1104;263;149;0.233508839843635;0.22746570103268274;0.8465004391891148;88.48;;;;
34;12;1380;204;1424;251;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1402;227;1276;228;126;0.41808437803243104;0.23681009958089932;1.019.597.828.544.660;110.93;;;;
34;13;1264;187;1315;231;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1289;209;1170;209;119;0.32869094101868984;0.23501554083610515;1.088.652.753.006.370;114.39;;;;
34;14;506;281;574;352;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;540;316;342;316;198;-0.25654043732088483;0.1974254123329111;0.6218565144075967;67.19;;;;
34;15;1456;298;1521;354;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1488;326;1301;325;187;0.33690902486393937;0.21459786138783815;0.6552267098150233;74.09;;;;
34;16;895;317;978;375;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;936;346;731;345;205;-0.015900259998965695;0.2058972534377776;0.5918390463454624;59.41;;;;
34;17;1136;259;1194;304;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1165;281;1001;280;164;0.14774014068483743;0.21616915920904714;0.7635870290441215;78.21;;;;
34;18;1438;225;1492;266;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1465;245;1326;245;139;0.433389137482019;0.228124429747411;0.9164674473776774;101.97;;;;
34;19;709;205;765;250;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;737;227;603;227;134;-0.2025919325979145;0.22267218318800988;0.9587263163927445;98.48;;;;
34;20;570;269;633;323;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;601;296;420;294;181;-0.24018025501955134;0.20448118655634107;0.6868949176093576;72.89;;;;
35;0;924;257;995;308;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;959;282;794;284;165;-0.0030221561226178232;0.21548908456996768;0.7585954742515542;76.28;;;;
35;1;678;310;744;368;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;711;339;507;337;204;-0.14837418420614434;0.20333940710008763;0.5967997111908145;61.61;;;;
35;2;845;238;903;287;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;874;262;718;263;156;-0.06860238945027783;0.21459334665914098;0.810055406962154;81.67;;;;
35;3;1252;283;1324;348;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1288;315;1108;311;180;0.21663434976536186;0.21659041554530817;0.6843756075801869;72.26;;;;
35;4;1316;268;1381;321;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1348;294;1177;295;171;0.2701551132473836;0.21522328116477116;0.7277661936301327;78.04;;;;
35;5;1020;184;1068;233;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1044;208;926;208;118;0.08224289181169037;0.236126207760471;10.983.872.637.244.700;110.86;;;;
35;6;1500;242;1552;293;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1526;267;1374;268;152;0.44449651671708595;0.22366017301072805;0.8293983284700567;94.63;;;;
35;7;1233;212;1285;251;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1259;231;1132;230;127;0.27963032501933355;0.23821968442706343;10.096.791.208.638.500;105.56;;;;
35;8;1085;200;1134;248;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1109;224;983;223;126;0.1389460139572358;0.23433493663421046;10.210.268.645.382.200;103.76;;;;
35;9;866;190;917;234;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;891;212;764;213;127;-0.06819928626331546;0.22266708575416788;10.186.584.178.942.500;102.56;;;;
35;10;1380;204;1424;251;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1402;227;1276;227;126;0.41808437803243104;0.23681009958089932;1.019.597.828.544.660;110.93;;;;
35;11;1264;187;1315;232;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1289;209;1171;209;118;0.3314764574680008;0.23700719796183484;10.978.786.237.945.600;115.39;;;;
35;12;1223;243;1285;289;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1254;266;1103;264;151;0.23121096794808327;0.22445291029052802;0.8352885128422392;87.27;;;;
35;13;1455;299;1521;355;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1488;327;1301;325;187;0.33690902486393937;0.21515378033843138;0.6549057498592507;74.07;;;;
35;14;489;357;599;441;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;544;399;305;393;239;-0.21052238701129444;0.19965962206725474;0.4943346040968929;53.72;;;;
35;15;507;281;573;352;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;540;316;342;316;198;-0.25654043732088483;0.1974254123329111;0.6218565144075967;67.19;;;;
35;16;1136;259;1193;304;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1164;281;1001;280;163;0.1479100861892907;0.21749535036983883;0.7682716120443921;78.7;;;;
35;17;1438;226;1491;265;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1464;245;1326;245;138;0.4356597904821861;0.22977750532529073;0.9231085158369359;102.7;;;;
35;18;896;317;978;375;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;937;346;731;345;206;-0.01524036056470393;0.20489775220749715;0.5889660412661155;59.08;;;;
35;19;569;267;632;323;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;600;295;420;293;180;-0.24218147323332082;0.2050396551274267;0.6910444422167956;73.36;;;;
35;20;711;205;763;250;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;737;227;604;228;133;-0.20411518021143268;0.22434641012927314;0.965934784937051;99.25;;;;
36;0;677;310;745;368;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;711;339;506;338;205;-0.14765040769782167;0.20234750755325792;0.5938884930874445;61.27;;;;
36;1;924;259;996;308;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;960;283;794;284;166;-0.0022808237154998984;0.21481720360123854;0.7536640586733552;75.77;;;;
36;2;1252;282;1324;347;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1288;314;1108;311;180;0.21663434976536186;0.21601287752441412;0.6847090493120173;72.28;;;;
36;3;845;238;904;288;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;874;263;717;263;157;-0.06816543155569008;0.21388865555787853;0.8045135284991499;81.09;;;;
36;4;1315;268;1381;321;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1348;294;1177;295;171;0.2701551132473836;0.21522328116477116;0.7277661936301327;78.04;;;;
36;5;1020;185;1067;232;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1043;208;926;208;117;0.0819198479514573;0.23814438047637254;1.107.775.189.055.450;111.83;;;;
36;6;1500;242;1553;293;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1526;267;1374;268;152;0.44449651671708595;0.22366017301072805;0.8293983284700567;94.63;;;;
36;7;1233;212;1284;251;10.511.309.814.453.100;9.631.541.137.695.310;5.468.471.069.335.930;1258;231;1132;231;126;0.2808969226507651;0.2401103168431512;10.176.924.472.199.100;106.41;;;;
