frame;ID;X_pc;Y_pc;Z_pc;Z_slant_pc;cm_pc;X_ts;Y_ts;Z_ts;Z_slant_ts;cm_ts;X_actual;Y_actual;Z_actual;jarak actual;
34;8;-0.21454886;0.20593053;0.4879011;0.5856177;55.04;-0.21140693485587972;0.20049852804232723;0.49641164024856055;0.5756014840378405;53.97;;;;;
34;9;0.1368246;0.24359782;0.99969214;10.444.374;102.51;0.13879714001630447;0.23167122182794953;10.134.598.775.082.300;10.488.265.463.931.400;102.96;;;;;
34;10;-0.07357325;0.24547449;10.657.946;10.970.173;107.86;-0.06819928626331546;0.22266708575416788;10.186.584.178.942.500;10.449.386.326.822.700;102.56;;;;;
34;11;0.22586359;0.23387347;0.83523774;0.92390215;90.2;0.233508839843635;0.22746570103268274;0.8465004391891148;0.907099783363867;88.48;;;;;
34;12;0.7704891;0.42123604;1.924.243;18.332.869;182.23;0.41808437803243104;0.23681009958089932;1.019.597.828.544.660;11.271.438.694.289.500;110.93;;;;;
34;13;0.33016312;0.2509976;10.896.348;12.822.182;126.65;0.32869094101868984;0.23501554083610515;1.088.652.753.006.370;11.612.212.776.945.600;114.39;;;;;
34;14;-0.25443378;0.20356716;0.61297977;0.70578045;67.69;-0.25654043732088483;0.1974254123329111;0.6218565144075967;0.7010672677616437;67.19;;;;;
34;15;0.34461403;0.22581324;0.65255034;0.8196831;79.49;0.33690902486393937;0.21459786138783815;0.6552267098150233;0.7673864570097814;74.09;;;;;
34;16;-0.019085424;0.20992243;0.5800367;0.63408315;60.17;-0.015900259998965695;0.2058972534377776;0.5918390463454624;0.6268332744999754;59.41;;;;;
34;17;0.15963219;0.22962363;0.77269024;0.87583125;85.27;0.14774014068483743;0.21616915920904714;0.7635870290441215;0.8072307015266142;78.21;;;;;
34;18;0.44338158;0.24227771;0.9326867;10.642.296;104.53;0.433389137482019;0.228124429747411;0.9164674473776774;10.391.243.823.710.100;101.97;;;;;
34;19;-0.19938752;0.23095301;0.9512637;0.99628156;97.6;-0.2025919325979145;0.22267218318800988;0.9587263163927445;1.004.879.366.920.960;98.48;;;;;
34;20;-0.24586165;0.21282467;0.6906192;0.7960587;77.05;-0.24018025501955134;0.20448118655634107;0.6868949176093576;0.7558596023034384;72.89;;;;;
35;0;-0.0023705424;0.2290274;0.7843757;0.8506297;82.68;-0.0030221561226178232;0.21548908456996768;0.7585954742515542;0.7886138297997142;76.28;;;;;
35;1;-0.15033334;0.21020053;0.5883223;0.6632727;63.24;-0.14837418420614434;0.20333940710008763;0.5967997111908145;0.6477126741820741;61.61;;;;;
35;2;-0.076494806;0.2251226;0.8095039;0.8841129;86.12;-0.06860238945027783;0.21459334665914098;0.810055406962154;0.8408010196338244;81.67;;;;;
35;3;0.21325096;0.22272557;0.6751969;0.7480638;72.08;0.21663434976536186;0.21659041554530817;0.6843756075801869;0.7498078566240156;72.26;;;;;
35;4;0.28024945;0.2261947;0.734967;0.87726516;85.42;0.2701551132473836;0.21522328116477116;0.7277661936301327;0.8055733849624929;78.04;;;;;
35;5;0.09116705;0.24855438;10.778.723;11.081.724;109.0;0.08224289181169037;0.236126207760471;10.983.872.637.244.700;1.126.487.487.883.030;110.86;;;;;
35;6;0.44652295;0.23282008;0.81850034;0.9753646;95.46;0.44449651671708595;0.22366017301072805;0.8293983284700567;0.9672138406959112;94.63;;;;;
35;7;0.2952924;0.24926;102.928;11.082.339;109.0;0.27963032501933355;0.23821968442706343;10.096.791.208.638.500;10.744.271.328.607.400;105.56;;;;;
35;8;0.13479145;0.24418528;10.022.624;10.438.838;102.45;0.1389460139572358;0.23433493663421046;10.210.268.645.382.200;10.567.472.334.625.300;103.76;;;;;
35;9;-0.074864805;0.25142446;10.836.065;11.146.338;109.65;-0.06819928626331546;0.22266708575416788;10.186.584.178.942.500;10.449.386.326.822.700;102.56;;;;;
35;10;0.7693537;0.41782922;19.139.647;1.925.695;191.53;0.41808437803243104;0.23681009958089932;1.019.597.828.544.660;11.271.438.694.289.500;110.93;;;;;
35;11;0.33256373;0.2504598;10.905.366;1.239.941;122.37;0.3314764574680008;0.23700719796183484;10.978.786.237.945.600;11.710.621.359.801.100;115.39;;;;;
35;12;0.23456694;0.23538908;0.85256225;0.93732595;91.57;0.23121096794808327;0.22445291029052802;0.8352885128422392;0.895290187773538;87.27;;;;;
35;13;0.34144244;0.22401859;0.6461315;0.8089235;78.38;0.33690902486393937;0.21515378033843138;0.6549057498592507;0.767268128770768;74.07;;;;;
35;14;-0.2165399;0.20957528;0.48892656;0.59998316;56.57;-0.21052238701129444;0.19965962206725474;0.4943346040968929;0.5731931096276403;53.72;;;;;
35;15;-0.2590768;0.2046639;0.61311346;0.70795196;67.91;-0.25654043732088483;0.1974254123329111;0.6218565144075967;0.7010672677616437;67.19;;;;;
35;16;0.1636738;0.23215337;0.77403605;0.9069685;88.46;0.1479100861892907;0.21749535036983883;0.7682716120443921;0.8120485766888034;78.7;;;;;
35;17;0.45093966;0.24380921;0.9346929;12.744.547;125.87;0.4356597904821861;0.22977750532529073;0.9231085158369359;1.046.291.779.097.570;102.7;;;;;
35;18;-0.019678418;0.21058963;0.58115965;0.65320086;62.18;-0.01524036056470393;0.20489775220749715;0.5889660412661155;0.6237758854063747;59.08;;;;;
35;19;-0.24778122;0.20508751;0.69658124;0.77402973;74.77;-0.24218147323332082;0.2050396551274267;0.6910444422167956;0.76041800825004;73.36;;;;;
35;20;-0.19921724;0.2307039;0.95342517;1.006.118;98.6;-0.20411518021143268;0.22434641012927314;0.965934784937051;10.124.348.508.827.700;99.25;;;;;
36;0;-0.14984396;0.20941019;0.58822095;0.6589877;62.79;-0.14765040769782167;0.20234750755325792;0.5938884930874445;0.6445531001616736;61.27;;;;;
36;1;-0.0015635386;0.22194675;0.7562065;0.8220297;79.73;-0.0022808237154998984;0.21481720360123854;0.7536640586733552;0.7836843410811981;75.77;;;;;
36;2;0.21329965;0.22296557;0.6769733;0.74608296;71.88;0.21663434976536186;0.21601287752441412;0.6847090493120173;0.7499456560074237;72.28;;;;;
36;3;-0.07564582;0.22507781;0.8087858;0.8826749;85.97;-0.06816543155569008;0.21388865555787853;0.8045135284991499;0.8352466106328614;81.09;;;;;
36;4;0.2839002;0.22382313;0.735593;0.8506106;82.68;0.2701551132473836;0.21522328116477116;0.7277661936301327;0.8055733849624929;78.04;;;;;
36;5;0.091718;0.2493933;10.806.897;11.247.448;110.68;0.0819198479514573;0.23814438047637254;1.107.775.189.055.450;11.360.411.422.689.300;111.83;;;;;
36;6;0.44491428;0.23202653;0.8178813;0.963025;94.2;0.44449651671708595;0.22366017301072805;0.8293983284700567;0.9672138406959112;94.63;;;;;
36;7;0.29275224;0.24669994;10.212.102;10.984.383;108.01;0.2808969226507651;0.2401103168431512;10.176.924.472.199.100;10.827.067.758.805.500;106.41;;;;;
36;8;0.13718379;0.24151507;0.9953815;10.401.537;102.07;0.13879714001630447;0.2324897796528388;10.129.872.829.276.800;10.485.510.855.904.600;102.93;;;;;
36;9;-0.2125905;0.21166518;0.48824808;0.5986369;56.42;-0.21280544100910687;0.2013445133927168;0.49850620413146585;0.5782163992433915;54.25;;;;;
36;10;-0.08181294;0.25423405;11.077.296;11.394.451;112.18;-0.06819928626331546;0.22266708575416788;10.186.584.178.942.500;10.449.386.326.822.700;102.56;;;;;
36;11;0.33248058;0.25030258;10.916.953;1.316.911;130.16;0.3296996723082609;0.23501554083610515;1.088.652.753.006.370;11.615.072.083.215.900;114.42;;;;;
36;12;-0.2594831;0.20533705;0.61198044;0.7095406;68.08;-0.2558545005678099;0.19695572103355447;0.6184300017134406;0.6976451451332095;66.84;;;;;
36;13;0.7531119;0.40547234;18.557.003;18.913.236;188.07;0.41713168737005835;0.23681009958089932;1.019.597.828.544.660;11.267.908.412.144.200;110.89;;;;;
36;14;0.23675147;0.23452093;0.8441585;0.9384341;91.69;0.23121096794808327;0.22445291029052802;0.8352885128422392;0.895290187773538;87.27;;;;;
36;15;-0.020283153;0.20986165;0.5810852;0.62706524;59.43;-0.01531470378697078;0.2058972534377776;0.5918390463454624;0.6268186946034789;59.41;;;;;
36;16;0.16447972;0.25074607;0.9485474;0.91701156;89.49;0.1479100861892907;0.21685757832222577;0.7686398299077631;0.8122264407127724;78.72;;;;;
36;17;0.34260365;0.22402114;0.6459418;0.80878067;78.37;0.3339789771059028;0.21232698454775525;0.6482930938381448;0.7595450223877986;73.27;;;;;
36;18;0.7759086;0.39110047;16.335.349;1.562.431;154.96;0.433389137482019;0.22887232070971986;0.9160356523292639;10.389.080.806.369.500;101.95;;;;;
36;19;-0.24607721;0.20582666;0.69975513;0.7760976;74.99;-0.24018025501955134;0.203906839353242;0.6872265171216753;0.756005846453236;72.91;;;;;
36;20;-0.202716;0.23064643;0.9518323;11.046.875;108.64;-0.20501772925999626;0.22434641012927314;0.965934784937051;1.012.617.198.056.700;99.27;;;;;
37;0;-0.1475639;0.20837784;0.58883715;0.6594169;62.84;-0.14837418420614434;0.20333940710008763;0.5967997111908145;0.6477126741820741;61.61;;;;;
37;1;-0.0016338048;0.22821051;0.780267;0.8241673;79.95;-0.0022808237154998984;0.21481720360123854;0.7536640586733552;0.7836843410811981;75.77;;;;;
37;2;-0.07520214;0.22490335;0.8091456;0.8680065;84.47;-0.06816543155569008;0.21388865555787853;0.8045135284991499;0.8352466106328614;81.09;;;;;
37;3;0.28077015;0.22655292;0.7339254;0.8972055;87.46;0.2701551132473836;0.21522328116477116;0.7277661936301327;0.8055733849624929;78.04;;;;;
37;4;0.4436786;0.23216173;0.81819683;0.96247905;94.15;0.4466452418380007;0.22582982212842118;0.8344935524219811;0.9730727463314026;95.23;;;;;
37;5;0.21630271;0.22293195;0.6774225;0.77115875;74.48;0.21663434976536186;0.21659041554530817;0.6843756075801869;0.7498078566240156;72.26;;;;;
37;6;0.091421254;0.25062034;10.808.669;11.194.615;110.15;0.08224289181169037;0.236126207760471;10.983.872.637.244.700;1.126.487.487.883.030;110.86;;;;;
37;7;0.31233212;0.25762057;10.740.635;11.469.467;112.94;0.2808969226507651;0.2401103168431512;10.176.924.472.199.100;10.827.067.758.805.500;106.41;;;;;
37;8;-0.21158694;0.20761845;0.48776475;0.5828483;54.75;-0.21052238701129444;0.20009458794073143;0.4940834764327528;0.5731282589787202;53.71;;;;;
37;9;0.13466965;0.24397214;0.998176;10.424.206;102.31;0.1389460139572358;0.23433493663421046;10.210.268.645.382.200;10.567.472.334.625.300;103.76;;;;;
37;10;0.77756155;0.42154026;19.331.354;19.124.678;190.2;0.4204687408690188;0.23870458037754655;10.277.546.111.730.200;11.358.051.679.441.300;111.81;;;;;
37;11;0.33147714;0.25359526;10.975.928;13.037.468;128.83;0.3314764574680008;0.23700719796183484;10.978.786.237.945.600;11.710.621.359.801.100;115.39;;;;;
37;12;-0.08085994;0.25127256;10.948.261;11.261.079;110.82;-0.06819928626331546;0.22266708575416788;10.186.584.178.942.500;10.449.386.326.822.700;102.56;;;;;
37;13;0.23532584;0.233734;0.8385117;0.93659425;91.5;0.23121096794808327;0.22445291029052802;0.8352885128422392;0.895290187773538;87.27;;;;;
37;14;0.46000952;0.24759501;0.94796973;1.373.975;135.93;0.433389137482019;0.22887232070971986;0.9160356523292639;10.389.080.806.369.500;101.95;;;;;
37;15;0.34067863;0.22328515;0.64627516;0.814132;78.92;0.3339789771059028;0.21232698454775525;0.6482930938381448;0.7595450223877986;73.27;;;;;
37;16;-0.26055038;0.20415488;0.612938;0.7124186;68.38;-0.2578426730433259;0.19842757178637765;0.6250131464604272;0.7046259848568805;67.56;;;;;
37;17;0.16138649;0.23136863;0.7801121;0.9021266;87.97;0.14700819541984378;0.21616915920904714;0.7635870290441215;0.8070970609772863;78.19;;;;;
37;18;-0.018517222;0.20804037;0.58030176;0.6252858;59.24;-0.01524036056470393;0.20489775220749715;0.5889660412661155;0.6237758854063747;59.08;;;;;
37;19;-0.24521248;0.20459737;0.7000977;0.7730745;74.68;-0.24151458976965995;0.2050396551274267;0.6910444422167956;0.7602058789335316;73.34;;;;;
37;20;-0.20368625;0.23060615;0.9536369;11.128.149;109.47;-0.20501772925999626;0.22434641012927314;0.965934784937051;1.012.617.198.056.700;99.27;;;;;
38;0;0.0020760067;0.22447616;0.759684;0.87302935;84.98;-0.0030221561226178232;0.21611912604730665;0.7582317196350119;0.7884363961232056;76.26;;;;;
38;1;-0.15098518;0.21040589;0.58884406;0.6650771;63.43;-0.14765040769782167;0.20234750755325792;0.5938884930874445;0.6445531001616736;61.27;;;;;
38;2;0.28117868;0.22656201;0.73321134;0.8779547;85.49;0.2701551132473836;0.21583121592360702;0.7274152023334691;0.8054190062114323;78.02;;;;;
38;3;-0.07884775;0.22451347;0.81155187;0.8797176;85.67;-0.06816543155569008;0.21388865555787853;0.8045135284991499;0.8352466106328614;81.09;;;;;
38;4;0.44302398;0.23144914;0.8180865;0.9605038;93.95;0.44449651671708595;0.2243440996144184;0.8290034632613101;0.9670336966748745;94.61;;;;;
38;5;0.21538214;0.22270599;0.67726064;0.77324146;74.69;0.21784459752941412;0.21780041786679033;0.6881989349968358;0.7539967273314122;72.7;;;;;
38;6;0.29339147;0.24784192;10.154.536;11.071.707;108.9;0.2808969226507651;0.2401103168431512;10.176.924.472.199.100;10.827.067.758.805.500;106.41;;;;;
38;7;0.09070126;0.25294736;109.773;11.296.839;111.18;0.08224289181169037;0.23700719796183484;10.978.786.237.945.600;11.261.766.192.406.500;110.83;;;;;
38;8;0.13566884;0.2436008;0.99660957;10.385.246;101.91;0.1389460139572358;0.23433493663421046;10.210.268.645.382.200;10.567.472.334.625.300;103.76;;;;;
38;9;-0.21597043;0.20474575;0.48882636;0.58852655;55.35;-0.21191130050066526;0.20093532150350762;0.49615945742616774;0.5757218164192064;53.99;;;;;
38;10;-0.075535655;0.25337705;10.925.311;11.235.106;110.56;-0.06819928626331546;0.22266708575416788;10.186.584.178.942.500;10.449.386.326.822.700;102.56;;;;;
38;11;0.79141045;0.42848247;19.522.437;2.038.815;202.9;0.41808437803243104;0.23763515389646234;10.191.214.832.134.700;11.268.866.895.430.900;110.9;;;;;
38;12;0.32961047;0.2513382;10.902.576;11.771.661;116.01;0.3296996723082609;0.23501554083610515;1.088.652.753.006.370;11.615.072.083.215.900;114.42;;;;;
38;13;0.23534892;0.23502505;0.8534986;0.9270446;90.52;0.233508839843635;0.22746570103268274;0.8465004391891148;0.907099783363867;88.48;;;;;
38;14;0.34325528;0.22432388;0.6459896;0.8075741;78.24;0.3339789771059028;0.21232698454775525;0.6482930938381448;0.7595450223877986;73.27;;;;;
38;15;-0.25679994;0.20556661;0.61462426;0.7210641;69.28;-0.2584520081877876;0.19842757178637765;0.6250131464604272;0.7048491860176201;67.59;;;;;
38;16;0.166856;0.24866961;0.9430073;0.9223626;90.04;0.14774014068483743;0.21553527601538292;0.7639530016766183;0.8074074517536471;78.22;;;;;
38;17;0.80124414;0.40171903;1.697.511;16.870.345;167.51;0.4302935007857189;0.22649496953492945;0.9099212513249796;10.317.020.653.540.800;101.21;;;;;
38;18;-0.019109447;0.21083537;0.5808675;0.6401646;60.81;-0.01524036056470393;0.20489775220749715;0.5889660412661155;0.6237758854063747;59.08;;;;;
38;19;-0.20100185;0.22981843;0.9528882;10.414.488;102.21;-0.20501772925999626;0.22434641012927314;0.965934784937051;1.012.617.198.056.700;99.27;;;;;
38;20;-0.24679154;0.20706895;0.69967484;0.7788284;75.27;-0.24018025501955134;0.203906839353242;0.6872265171216753;0.756005846453236;72.91;;;;;
39;0;-0.14696336;0.20856375;0.5888707;0.6591741;62.81;-0.14765040769782167;0.20234750755325792;0.5938884930874445;0.6445531001616736;61.27;;;;;
39;1;-0.0037324475;0.22091499;0.7535887;0.8158755;79.1;-0.0022808237154998984;0.21481720360123854;0.7536640586733552;0.7836843410811981;75.77;;;;;
39;2;-0.07490285;0.22393557;0.8090234;0.8811333;85.81;-0.06860238945027783;0.21459334665914098;0.810055406962154;0.8408010196338244;81.67;;;;;
39;3;0.28146437;0.2263937;0.7341511;0.8948702;87.22;0.2701551132473836;0.21522328116477116;0.7277661936301327;0.8055733849624929;78.04;;;;;
39;4;0.44743162;0.23356618;0.8188615;0.98137337;96.08;0.4466452418380007;0.22582982212842118;0.8344935524219811;0.9730727463314026;95.23;;;;;
39;5;0.08666719;0.24929202;10.817.968;11.117.518;109.36;0.08224289181169037;0.23700719796183484;10.978.786.237.945.600;11.261.766.192.406.500;110.83;;;;;
39;6;0.21186116;0.2223877;0.67642903;0.7550264;72.81;0.217173988459811;0.21838118235707488;0.6878636304620342;0.7536652149221338;72.66;;;;;
39;7;0.29733068;0.25147262;10.359.683;1.121.793;110.38;0.2786851358582394;0.23821968442706343;10.096.791.208.638.500;10.741.815.256.767.600;105.54;;;;;
39;8;0.13718829;0.24428728;10.000.274;10.356.625;101.62;0.13879714001630447;0.2324897796528388;10.129.872.829.276.800;10.485.510.855.904.600;102.93;;;;;
39;9;-0.07530373;0.24844983;10.741.477;11.075.906;108.94;-0.0667286744686102;0.22092749914671345;10.107.001.490.044.500;10.367.142.649.125.500;101.72;;;;;
39;10;0.7722787;0.42128256;19.255.958;19.532.503;194.3;0.41713168737005835;0.23763515389646234;10.191.214.832.134.700;11.265.335.807.346.400;110.86;;;;;
39;11;0.33263132;0.25328967;1.100.394;11.770.475;115.99;0.3314764574680008;0.236126207760471;10.983.872.637.244.700;11.713.610.924.727.700;115.42;;;;;
39;12;-0.21412806;0.20978212;0.48844728;0.5930613;55.83;-0.21191130050066526;0.20049852804232723;0.49641164024856055;0.5757869185743016;53.99;;;;;
39;13;0.2331575;0.23375715;0.8406291;0.92140096;89.94;0.2327523744010705;0.22594926302579818;0.840857102927854;0.9012587890253615;87.88;;;;;
39;14;0.34305277;0.22414327;0.6455954;0.8139566;78.9;0.3339789771059028;0.21232698454775525;0.6482930938381448;0.7595450223877986;73.27;;;;;
39;15;-0.26329517;0.20612556;0.6152221;0.72615814;69.81;-0.25525128939464925;0.19695572103355447;0.6184300017134406;0.6974241491407969;66.81;;;;;
39;16;0.15260166;0.22615142;0.7685436;0.8163497;79.15;0.1479100861892907;0.21685757832222577;0.7686398299077631;0.8122264407127724;78.72;;;;;
39;17;0.44365722;0.24127348;0.9332037;11.274.312;110.95;0.4356597904821861;0.23053081578732654;0.9226735918388962;10.460.738.344.626.700;102.68;;;;;
39;18;-0.019113565;0.20959309;0.5810754;0.6417256;60.98;-0.01524036056470393;0.20540239708012303;0.5886746844130598;0.623666816004522;59.07;;;;;
39;19;-0.24580875;0.20513627;0.7007766;0.7747634;74.85;-0.24018025501955134;0.203906839353242;0.6872265171216753;0.756005846453236;72.91;;;;;
39;20;-0.19652541;0.23046422;0.9525554;10.147.911;99.49;-0.2065708938756023;0.226046004145404;0.9732524727017255;10.202.885.404.662.200;100.05;;;;;
40;0;-0.15155938;0.21176642;0.5892013;0.67045563;63.99;-0.14765040769782167;0.20234750755325792;0.5938884930874445;0.6445531001616736;61.27;;;;;
40;1;0.013640199;0.2848767;1.029.854;0.966154;94.52;-0.0030221561226178232;0.21611912604730665;0.7582317196350119;0.7884363961232056;76.26;;;;;
40;2;-0.076021984;0.22397786;0.8091038;0.87251675;84.93;-0.06816543155569008;0.21322651005621654;0.8048958183827772;0.8354455991266025;81.12;;;;;
40;3;0.21361321;0.22283062;0.6777239;0.7882632;76.25;0.217173988459811;0.21780041786679033;0.6881989349968358;0.7538032484788518;72.68;;;;;
40;4;0.2798974;0.22612543;0.73376983;0.89852464;87.6;0.2701551132473836;0.21583121592360702;0.7274152023334691;0.8054190062114323;78.02;;;;;
40;5;0.09447935;0.25126335;10.993.708;11.297.523;111.19;0.08224289181169037;0.236126207760471;10.983.872.637.244.700;1.126.487.487.883.030;110.86;;;;;
40;6;0.29842365;0.2523282;10.388.949;11.289.577;111.11;0.2808969226507651;0.2401103168431512;10.176.924.472.199.100;10.827.067.758.805.500;106.41;;;;;
40;7;0.44506583;0.23209509;0.8180534;0.96687484;94.6;0.44449651671708595;0.22366017301072805;0.8293983284700567;0.9672138406959112;94.63;;;;;
40;8;-0.07819793;0.25354487;10.920.091;11.237.992;110.59;-0.06819928626331546;0.22266708575416788;10.186.584.178.942.500;10.449.386.326.822.700;102.56;;;;;
40;9;0.7530642;0.4069162;18.627.794;1.889.618;187.9;0.4204687408690188;0.23870458037754655;10.277.546.111.730.200;11.358.051.679.441.300;111.81;;;;;
40;10;0.13421378;0.24493162;10.026.954;10.478.228;102.86;0.1389460139572358;0.23433493663421046;10.210.268.645.382.200;10.567.472.334.625.300;103.76;;;;;
40;11;-0.21363176;0.20505771;0.49092785;0.58539885;55.02;-0.21280544100910687;0.2013445133927168;0.49850620413146585;0.5782163992433915;54.25;;;;;
40;12;0.33270025;0.25444674;11.129.767;1.187.069;117.01;0.3314764574680008;0.23700719796183484;10.978.786.237.945.600;11.710.621.359.801.100;115.39;;;;;
40;13;0.23539333;0.23509234;0.8610145;0.99778134;97.75;0.2327523744010705;0.22594926302579818;0.840857102927854;0.9012587890253615;87.88;;;;;
40;14;-0.25919166;0.20705515;0.61584425;0.72964954;70.17;-0.25525128939464925;0.19643332483375078;0.6187316073000209;0.6975443166673642;66.83;;;;;
40;15;0.34323454;0.22408907;0.6454386;0.808786;78.37;0.3339789771059028;0.21232698454775525;0.6482930938381448;0.7595450223877986;73.27;;;;;
40;16;-0.019101752;0.20959955;0.580198;0.6280484;59.54;-0.015166735634439661;0.20340570101924385;0.5864107440219771;0.6208715404826861;58.78;;;;;
40;17;0.7922143;0.40127647;16.955.738;16.723.387;166.03;0.4356597904821861;0.22977750532529073;0.9231085158369359;1.046.291.779.097.570;102.7;;;;;
40;18;0.16008186;0.22932991;0.77133113;0.8924802;86.98;0.1479100861892907;0.21685757832222577;0.7686398299077631;0.8122264407127724;78.72;;;;;
40;19;-0.2435784;0.20978472;0.69488233;0.7756091;74.94;-0.24018025501955134;0.203906839353242;0.6872265171216753;0.756005846453236;72.91;;;;;
40;20;-0.20282331;0.23193772;0.95470154;1.121.278;110.33;-0.20501772925999626;0.22434641012927314;0.965934784937051;1.012.617.198.056.700;99.27;;;;;
41;0;-0.0022899953;0.22100545;0.75593996;0.8167119;79.18;-0.0030405839038532977;0.2174369255963756;0.7628550837791278;0.7932439351239569;76.76;;;;;
41;1;-0.1480709;0.20918784;0.58767575;0.65528303;62.4;-0.14837418420614434;0.20333940710008763;0.5967997111908145;0.6477126741820741;61.61;;;;;
41;2;0.4462264;0.2317812;0.81731814;0.97589976;95.52;0.44449651671708595;0.22366017301072805;0.8293983284700567;0.9672138406959112;94.63;;;;;
41;3;-0.075671695;0.22065185;0.80966353;0.8536613;82.99;-0.06816543155569008;0.21388865555787853;0.8045135284991499;0.8352466106328614;81.09;;;;;
41;4;0.21532816;0.22288328;0.67782754;0.7873964;76.16;0.21663434976536186;0.21601287752441412;0.6847090493120173;0.7499456560074237;72.28;;;;;
41;5;0.27904487;0.22611046;0.7333244;0.89792454;87.54;0.2701551132473836;0.21522328116477116;0.7277661936301327;0.8055733849624929;78.04;;;;;
41;6;0.09158204;0.25342458;10.854.019;11.358.992;111.82;0.0819198479514573;0.23903290050851722;11.072.622.017.757.100;11.357.275.960.788.700;111.8;;;;;
41;7;0.29560825;0.24956179;10.237.377;11.203.825;110.24;0.2786851358582394;0.23821968442706343;10.096.791.208.638.500;10.741.815.256.767.600;105.54;;;;;
41;8;-0.21133386;0.20918706;0.48797277;0.5862641;55.11;-0.2110246423395746;0.19965962206725474;0.4943346040968929;0.5733777682873799;53.74;;;;;
41;9;0.1356572;0.24398856;0.997097;1.042.449;102.31;0.1389460139572358;0.23433493663421046;10.210.268.645.382.200;10.567.472.334.625.300;103.76;;;;;
41;10;0.7712209;0.41771764;19.116.902;19.854.109;197.53;0.41713168737005835;0.23681009958089932;1.019.597.828.544.660;11.267.908.412.144.200;110.89;;;;;
41;11;-0.07568459;0.25661415;11.058.317;11.384.356;112.07;-0.06819928626331546;0.22266708575416788;10.186.584.178.942.500;10.449.386.326.822.700;102.56;;;;;
41;12;0.3373297;0.2578467;11.189.094;11.954.117;117.86;0.3314764574680008;0.23700719796183484;10.978.786.237.945.600;11.710.621.359.801.100;115.39;;;;;
41;13;0.341552;0.22375213;0.64525366;0.8040147;77.87;0.33511695558274823;0.21400934533663124;0.6514222086365952;0.7631869153198598;73.65;;;;;
41;14;0.23539478;0.23271595;0.8391692;0.93007934;90.83;0.2327523744010705;0.22594926302579818;0.840857102927854;0.9012587890253615;87.88;;;;;
41;15;0.4471354;0.24187514;0.9316731;11.772.348;116.01;0.4356597904821861;0.22977750532529073;0.9231085158369359;1.046.291.779.097.570;102.7;;;;;
41;16;-0.26433653;0.207982;0.61573875;0.72830576;70.03;-0.2597706408826233;0.19943995735671632;0.6282019890444089;0.7084453553340366;67.96;;;;;
41;17;0.16118881;0.22938247;0.7705525;0.88903975;86.63;0.14774014068483743;0.21553527601538292;0.7639530016766183;0.8074074517536471;78.22;;;;;
41;18;-0.018531289;0.21056098;0.5801665;0.64565897;61.39;-0.01524036056470393;0.20489775220749715;0.5889660412661155;0.6237758854063747;59.08;;;;;
41;19;-0.2475274;0.20663473;0.6988965;0.77871513;75.26;-0.24018025501955134;0.203906839353242;0.6872265171216753;0.756005846453236;72.91;;;;;
41;20;-0.20103073;0.23146299;0.95484984;10.773.674;105.86;-0.20501772925999626;0.22434641012927314;0.965934784937051;1.012.617.198.056.700;99.27;;;;;
42;0;-0.14922859;0.20816256;0.58809596;0.6557369;62.45;-0.14765040769782167;0.20184040099832654;0.594181271193442;0.6446639228354204;61.29;;;;;
42;1;0.0067237252;0.23465186;0.78516203;0.9443406;92.29;-0.0022808237154998984;0.21481720360123854;0.7536640586733552;0.7836843410811981;75.77;;;;;
42;2;0.44577143;0.23128894;0.8180481;0.96883345;94.8;0.441591310725471;0.22219834181457948;0.8239774243624093;0.9608921816063954;93.98;;;;;
42;3;0.21319678;0.22232014;0.67741454;0.76114315;73.44;0.217173988459811;0.21780041786679033;0.6881989349968358;0.7538032484788518;72.68;;;;;
42;4;0.28025603;0.22556452;0.7336031;0.87689036;85.38;0.2701551132473836;0.21583121592360702;0.7274152023334691;0.8054190062114323;78.02;;;;;
42;5;-0.07336727;0.2200021;0.81049514;0.85347503;82.97;-0.06816543155569008;0.21388865555787853;0.8045135284991499;0.8352466106328614;81.09;;;;;
42;6;0.28745914;0.2464394;10.106.664;10.917.544;107.33;0.2808969226507651;0.2401103168431512;10.176.924.472.199.100;10.827.067.758.805.500;106.41;;;;;
42;7;0.082073264;0.25212586;10.928.967;11.274.616;110.96;0.0819198479514573;0.23814438047637254;1.107.775.189.055.450;11.360.411.422.689.300;111.83;;;;;
42;8;-0.21934637;0.20719697;0.49081066;0.5983979;56.4;-0.21280544100910687;0.2013445133927168;0.49850620413146585;0.5782163992433915;54.25;;;;;
42;9;0.7683962;0.4204473;19.259.151;1.862.628;185.19;0.4204687408690188;0.23870458037754655;10.277.546.111.730.200;11.358.051.679.441.300;111.81;;;;;
42;10;0.1380836;0.24202755;0.99454623;10.321.677;101.26;0.13879714001630447;0.23167122182794953;10.134.598.775.082.300;10.488.265.463.931.400;102.96;;;;;
42;11;-0.26399493;0.20629352;0.61621225;0.7284278;70.04;-0.2584520081877876;0.19842757178637765;0.6250131464604272;0.7048491860176201;67.59;;;;;
42;12;0.3343532;0.25347957;10.956.233;12.150.104;119.84;0.3296996723082609;0.23501554083610515;1.088.652.753.006.370;11.615.072.083.215.900;114.42;;;;;
42;13;0.23734331;0.23302804;0.84217757;0.92302847;90.11;0.233508839843635;0.22746570103268274;0.8465004391891148;0.907099783363867;88.48;;;;;
