frame,ID,left_xmin,left_ymin,left_xmax,left_ymax,f,C_x,C_y,x_il,v_il,x_ir,v_ir,disparitas,X,Y,Z,X_val,Y_val,Z_val,distance_cm
0,0,820,167,859,205,1051.1309814453125,963.1541137695312,546.8471069335938,839,186,734,185,105,-0.15083155035972595,0.6632148265838623,1.2761175632476807,-0.14193655786006534,-0.4125308031837968,1.2016832051442958,130.87
0,1,1068,149,1098,188,1051.1309814453125,963.1541137695312,546.8471069335938,1083,168,993,167,90,0.16002047061920166,0.6785876393318176,1.4589008688926697,0.15984647942976457,-0.5052937417395545,1.401963739335012,143.91
0,2,1119,166,1149,200,1051.1309814453125,963.1541137695312,546.8471069335938,1134,183,1036,180,98,0.2192913144826889,0.6804281115531922,1.413365364074707,0.20926707494985358,-0.4456719531089341,1.2875177197974599,139.82
0,4,927,166,957,203,1051.1309814453125,963.1541137695312,546.8471069335938,942,184,842,183,100,-0.026584358885884285,0.6660545408725739,1.3087835311889648,-0.025393191590342215,-0.4355581238121658,1.2617673654015107,127.86
0,5,1006,171,1039,208,1051.1309814453125,963.1541137695312,546.8471069335938,1022,189,917,188,105,0.07434295862913132,0.6817118763923645,1.3977831602096558,0.06727431159697515,-0.40910111679925515,1.2016832051442958,139.38
0,8,899,157,928,194,1051.1309814453125,963.1541137695312,546.8471069335938,913,175,815,175,98,-0.06060544773936272,0.6624230086803437,1.3420088291168213,-0.06143317183004075,-0.45547105706476737,1.2875177197974599,130.3
0,9,843,142,876,174,1051.1309814453125,963.1541137695312,546.8471069335938,859,158,774,157,85,-0.141026109457016,0.6631402015686035,1.4347186088562012,-0.1470889188956201,-0.5491391410723468,1.4844321945900125,142.9
0,10,1000,145,1029,176,1051.1309814453125,963.1541137695312,546.8471069335938,1014,160,929,160,85,0.06766077876091003,0.6724313139915467,1.4794740676879883,0.07180577094130271,-0.5463146934615479,1.4844321945900125,145.59
0,11,945,147,970,184,1051.1309814453125,963.1541137695312,546.8471069335938,957,165,869,165,88,0.001093596569262445,0.6633886337280274,1.4147220849990845,-0.00839470235397564,-0.5208699298515542,1.4338265515926258,136.44
0,12,984,161,1010,194,1051.1309814453125,963.1541137695312,546.8471069335938,997,177,900,176,97,0.0487835630774498,0.6707337588071823,1.3819103240966797,0.04188481578565414,-0.4576916035611267,1.300791098352073,135.15
1,0,820,166,859,205,1051.1309814453125,963.1541137695312,546.8471069335938,839,185,734,185,105,-0.14865244925022125,0.6634550333023072,1.2891249656677246,-0.14193655786006534,-0.413674031978644,1.2016832051442958,129.28
1,1,1068,150,1098,188,1051.1309814453125,963.1541137695312,546.8471069335938,1083,169,992,166,91,0.16002683341503143,0.6804112136363983,1.4636677503585815,0.15808992471075614,-0.4984219531109994,1.3865575443972644,144.82
1,3,927,168,958,203,1051.1309814453125,963.1541137695312,546.8471069335938,942,185,842,183,100,-0.02551197912544012,0.6668589502573014,1.316690742969513,-0.025393191590342215,-0.43435773357757623,1.2617673654015107,129.09
1,6,842,141,875,174,1051.1309814453125,963.1541137695312,546.8471069335938,858,157,774,159,84,-0.14720900356769562,0.6664255499839783,1.4968465566635132,-0.1502690134474603,-0.5571055477929576,1.50210400643037,142.93
1,7,1007,171,1039,207,1051.1309814453125,963.1541137695312,546.8471069335938,1023,189,916,187,107,0.06437425315380096,0.6654414176940918,1.3137060403823853,0.06713870786113411,-0.40145436695254016,1.1792218368238419,131.45
1,8,898,157,928,194,1051.1309814453125,963.1541137695312,546.8471069335938,913,175,816,174,97,-0.061686862260103226,0.6633054703474045,1.3456159830093384,-0.0620665034983917,-0.4601666349726516,1.300791098352073,130.92
1,10,1001,145,1030,175,1051.1309814453125,963.1541137695312,546.8471069335938,1015,160,928,160,87,0.06265777349472046,0.6655007988214493,1.4504351019859314,0.07153482245367458,-0.5337557349911675,1.4503073165534606,140.86
1,11,948,148,974,182,1051.1309814453125,963.1541137695312,546.8471069335938,961,165,869,164,92,0.004945681896060705,0.6617775648832321,1.3878036737442017,-0.0028106273186307117,-0.4982234111623563,1.3714862667407726,135.88
1,12,984,161,1011,193,1051.1309814453125,963.1541137695312,546.8471069335938,997,177,900,178,97,0.048844967037439346,0.6665301412343979,1.361991286277771,0.04188481578565414,-0.4576916035611267,1.300791098352073,133.56
2,0,820,166,859,205,1051.1309814453125,963.1541137695312,546.8471069335938,839,185,734,184,105,-0.1472124308347702,0.6630938887596131,1.283737599849701,-0.14193655786006534,-0.413674031978644,1.2016832051442958,128.41
2,1,1067,149,1098,188,1051.1309814453125,963.1541137695312,546.8471069335938,1082,168,992,166,90,0.1625090092420578,0.6792218327522278,1.4624900817871094,0.1585127125024428,-0.5052937417395545,1.401963739335012,144.71
2,2,927,167,957,203,1051.1309814453125,963.1541137695312,546.8471069335938,942,185,842,183,100,-0.02672820445150137,0.6697948217391968,1.3314507007598877,-0.025393191590342215,-0.43435773357757623,1.2617673654015107,130.32
2,4,1119,166,1150,201,1051.1309814453125,963.1541137695312,546.8471069335938,1134,183,1036,181,98,0.2663266360759735,0.720069968700409,1.6534745693206787,0.20926707494985358,-0.4456719531089341,1.2875177197974599,165.74
2,6,897,155,928,193,1051.1309814453125,963.1541137695312,546.8471069335938,912,174,816,175,96,-0.06460018455982208,0.6639479041099549,1.3462871313095093,-0.06396343607086408,-0.4662104439146475,1.3143410056265736,131.26
2,7,1006,172,1040,209,1051.1309814453125,963.1541137695312,546.8471069335938,1023,190,917,188,106,0.06659390032291412,0.6703137695789337,1.3536020517349243,0.06777209189755991,-0.40410922868361165,1.1903465711335006,134.94
2,9,843,141,876,174,1051.1309814453125,963.1541137695312,546.8471069335938,859,157,774,157,85,-0.14323914051055908,0.6678985297679901,1.5050311088562012,-0.1470889188956201,-0.5505513648777464,1.4844321945900125,145.84
2,10,999,146,1031,178,1051.1309814453125,963.1541137695312,546.8471069335938,1015,162,928,161,87,0.06530201435089111,0.666387403011322,1.442857265472412,0.07153482245367458,-0.5309962172105017,1.4503073165534606,142.2
2,11,944,146,971,183,1051.1309814453125,963.1541137695312,546.8471069335938,957,164,870,165,87,0.002326740068383515,0.6633718401193619,1.389083445072174,-0.008491193185630531,-0.528236699429836,1.4503073165534606,136.19
2,12,984,162,1011,195,1051.1309814453125,963.1541137695312,546.8471069335938,997,178,900,179,97,0.05042809620499611,0.6699793875217438,1.3853598833084106,0.04188481578565414,-0.4564540878553643,1.300791098352073,135.76
3,1,819,166,858,205,1051.1309814453125,963.1541137695312,546.8471069335938,838,185,735,184,103,-0.14758819341659546,0.6614288330078125,1.277744174003601,-0.14585803493947397,-0.42170653745395753,1.2250168596131172,128.87
3,3,1068,150,1097,189,1051.1309814453125,963.1541137695312,546.8471069335938,1082,169,992,166,90,0.16033875942230225,0.6809621095657349,1.4657328128814697,0.1585127125024428,-0.5039599748122328,1.401963739335012,145.06
3,4,927,167,958,203,1051.1309814453125,963.1541137695312,546.8471069335938,942,185,842,183,100,-0.027012094855308533,0.6696487605571747,1.3309961557388306,-0.025393191590342215,-0.43435773357757623,1.2617673654015107,131.18
3,5,1007,172,1040,208,1051.1309814453125,963.1541137695312,546.8471069335938,1023,190,916,189,107,0.07819795608520508,0.6860872894525528,1.4328952431678772,0.06713870786113411,-0.4003325069202135,1.1792218368238419,142.43
3,8,897,156,928,194,1051.1309814453125,963.1541137695312,546.8471069335938,912,175,816,175,96,-0.06098996661603451,0.6623960226774216,1.3481082916259766,-0.06396343607086408,-0.46496003742028336,1.3143410056265736,130.8
3,9,999,145,1030,177,1051.1309814453125,963.1541137695312,546.8471069335938,1014,161,929,160,85,0.07176076620817184,0.6721467912197113,1.502310872077942,0.07180577094130271,-0.5449024696561483,1.4844321945900125,146.94
3,10,842,139,876,174,1051.1309814453125,963.1541137695312,546.8471069335938,859,156,774,157,85,-0.10799283906817436,0.6430974096059799,1.3220903873443604,-0.1470889188956201,-0.5519635886831459,1.4844321945900125,128.93
3,11,948,148,974,184,1051.1309814453125,963.1541137695312,546.8471069335938,961,166,869,164,92,0.0011099637486040592,0.6660191953182221,1.4140368700027466,-0.0028106273186307117,-0.49691863916823725,1.3714862667407726,138.18
3,12,983,160,1010,195,1051.1309814453125,963.1541137695312,546.8471069335938,996,177,900,177,96,0.04525277763605118,0.6692242115736008,1.398114800453186,0.041070709455723886,-0.46245922443155507,1.3143410056265736,137.14
4,0,820,167,858,204,1051.1309814453125,963.1541137695312,546.8471069335938,839,185,734,185,105,-0.1498943418264389,0.6625199854373932,1.2861882448196411,-0.14193655786006534,-0.413674031978644,1.2016832051442958,130.53
4,2,1119,165,1149,201,1051.1309814453125,963.1541137695312,546.8471069335938,1134,183,1036,181,98,0.21757566928863525,0.6844972163438797,1.431169033050537,0.20926707494985358,-0.4456719531089341,1.2875177197974599,141.86
4,3,1068,150,1098,189,1051.1309814453125,963.1541137695312,546.8471069335938,1083,169,992,167,91,0.16040390729904175,0.6791923880577088,1.4617455005645752,0.15808992471075614,-0.4984219531109994,1.3865575443972644,143.86
4,4,927,166,957,202,1051.1309814453125,963.1541137695312,546.8471069335938,942,184,842,183,100,-0.026100419461727142,0.6667433172464371,1.3163487911224365,-0.025393191590342215,-0.4355581238121658,1.2617673654015107,128.75
