frame,ID,left_xmin,left_ymin,left_xmax,left_ymax,f,C_x,C_y,x_il,v_il,x_ir,v_ir,disparitas,X,Y,Z,X_val,Y_val,Z_val,distance_cm
0,0,1143,217,1171,250,1051.1309814453125,963.1541137695312,546.8471069335938,1157,233,1135,221,22,0.3075438439846039,0.8028283059597016,1.7113521099090576,1.0576850402109854,-1.7124500105330753,5.735306206370503,174.69
0,1,1031,213,1058,245,1051.1309814453125,963.1541137695312,546.8471069335938,1044,229,966,229,78,0.1300985962152481,0.8066005051136017,1.7300276160240173,0.12441873376640333,-0.489154568276455,1.6176504684634752,173.99
0,2,1055,195,1077,225,1051.1309814453125,963.1541137695312,546.8471069335938,1066,210,994,210,72,0.17008043080568314,0.8044078290462494,1.78566312789917,0.17146555208161846,-0.5615944134900512,1.7524546741687648,179.47
0,4,967,205,993,237,1051.1309814453125,963.1541137695312,546.8471069335938,980,221,969,213,11,0.030941305682063103,0.8046977460384369,1.7557296752929688,0.18383306658237913,-3.5558516830213773,11.470612412741007,177.37
0,5,986,183,1013,214,1051.1309814453125,963.1541137695312,546.8471069335938,999,198,931,199,68,0.05932522192597389,0.7951391875743866,1.8364026546478271,0.06327801732538774,-0.6158127360704584,1.8555402432375157,183.48
0,6,1095,202,1118,238,1051.1309814453125,963.1541137695312,546.8471069335938,1106,220,1079,233,27,0.22812364995479584,0.8051983058452606,1.7378494143486023,0.6350770625272162,-1.453126205062745,4.67321246445004,176.09
0,7,903,207,931,241,1051.1309814453125,963.1541137695312,546.8471069335938,917,224,836,223,81,-0.06524951010942459,0.7912753164768219,1.6713387966156006,-0.06839870056182917,-0.4784475486772627,1.5577374881500132,167.92
0,8,1029,199,1053,228,1051.1309814453125,963.1541137695312,546.8471069335938,1041,213,1030,219,11,0.12560465931892395,0.7968094140291214,1.7448717951774597,0.8495040148547808,-3.6431527909915284,11.470612412741007,174.91
0,9,939,193,966,221,1051.1309814453125,963.1541137695312,546.8471069335938,952,207,906,218,46,-0.016854029148817062,0.7922686576843262,1.7642730474472046,-0.029107150531405317,-0.8868459748187077,2.742972533481545,176.51
1,2,1055,195,1078,225,1051.1309814453125,963.1541137695312,546.8471069335938,1066,210,1078,233,12,0.17145496606826782,0.8065168648958206,1.792695939540863,1.0287933124897108,-3.369566480940307,10.514728045012589,180.46
1,4,967,207,993,238,1051.1309814453125,963.1541137695312,546.8471069335938,980,222,966,229,14,0.027671806514263153,0.804854416847229,1.7574747204780579,0.14444026660044074,-2.785309249269728,9.012624038582219,177.11
1,5,1094,200,1118,238,1051.1309814453125,963.1541137695312,546.8471069335938,1106,219,1135,221,29,0.2284945398569107,0.8061484634876251,1.746911644935608,0.5912786444218909,-1.3570498813845886,4.350921949660382,176.77
1,6,903,208,931,241,1051.1309814453125,963.1541137695312,546.8471069335938,917,224,837,223,80,-0.06760511547327042,0.7909195363521576,1.6766494512557983,-0.06925368431885204,-0.48442814303572845,1.5772092067518884,168.78
1,7,986,184,1013,215,1051.1309814453125,963.1541137695312,546.8471069335938,999,199,995,210,4,0.05895155109465122,0.7922101259231568,1.8175219297409058,1.0757262945315915,-10.438806757333055,31.544184135037767,182.72
1,9,939,192,966,221,1051.1309814453125,963.1541137695312,546.8471069335938,952,206,907,218,45,-0.016879349015653133,0.7924529701471329,1.761997938156128,-0.02975397609876988,-0.9092211970026559,2.803927478670024,176.55
1,10,916,183,940,214,1051.1309814453125,963.1541137695312,546.8471069335938,928,198,931,198,3,-0.06416184455156326,0.7850762844085694,1.7668229341506958,-1.4066218291532095,-13.958422017597059,42.058912180050356,179.56
1,11,1029,198,1054,227,1051.1309814453125,963.1541137695312,546.8471069335938,1041,212,1030,218,11,0.12272176891565323,0.7968166261911392,1.757100224494934,0.8495040148547808,-3.654065429487797,11.470612412741007,176.2
