frame,ID,left_xmin,left_ymin,left_xmax,left_ymax,distance_cm
0,0,814,92,851,139,94.37
0,1,635,161,694,210,82.81
0,2,1143,115,1190,162,85.74
0,3,796,147,848,196,80.23
0,4,958,138,1012,180,82.06
0,5,1039,136,1096,181,81.05
0,6,849,123,903,164,87.64
0,7,1215,88,1256,133,95.48
0,8,987,78,1031,123,95.69
0,9,1081,54,1129,97,109.84
0,10,887,93,923,136,93.56
0,11,940,56,976,103,107.49
0,12,1217,131,1274,173,83.6
0,13,739,112,788,157,90.79
0,14,874,73,915,108,108.18
0,15,673,108,721,151,95.52
0,16,721,86,766,127,97.85
0,17,808,64,855,103,113.36
0,18,672,72,713,110,111.61
0,19,731,67,775,108,111.67
1,0,814,92,851,139,94.56
1,1,1142,115,1190,163,87.41
1,2,635,161,695,211,82.59
1,3,1215,88,1256,134,94.97
1,4,796,148,848,196,80.98
1,5,1040,136,1096,181,82.07
1,6,958,138,1012,181,82.12
1,7,850,123,904,164,87.91
1,8,1082,54,1129,97,110.0
1,9,887,92,922,136,93.01
1,10,987,79,1032,123,98.15
1,11,940,58,976,103,106.22
1,12,1218,131,1274,173,83.07
1,13,739,112,788,158,90.83
1,14,672,108,721,152,94.64
1,15,874,74,912,109,103.31
1,16,720,86,768,127,97.83
1,17,809,65,853,105,112.47
1,18,669,75,712,111,108.59
2,0,1142,116,1190,163,86.09
2,1,636,161,695,211,83.14
2,2,813,93,851,139,95.16
2,3,1040,137,1096,181,81.08
2,4,958,138,1012,182,81.98
2,5,1214,89,1258,134,94.8
2,6,795,149,848,197,80.81
2,7,848,124,905,165,87.61
2,8,987,78,1032,123,99.18
2,9,1082,55,1129,98,109.59
2,10,887,93,923,136,93.65
2,11,1218,131,1274,173,83.5
2,12,939,59,976,103,107.81
2,13,671,110,722,153,94.52
2,14,739,112,788,159,91.43
2,15,720,86,768,128,97.4
2,16,809,66,854,105,112.27
2,17,873,74,913,109,106.13
2,18,671,73,713,111,110.3
3,0,814,92,851,138,94.85
3,1,1143,115,1190,163,85.63
3,2,636,161,695,209,82.94
3,3,796,148,847,196,80.35
3,4,958,137,1012,181,81.68
3,5,1039,136,1096,181,80.73
3,6,1215,88,1256,132,95.29
3,7,849,122,903,164,87.89
3,8,1082,54,1129,97,110.56
3,9,987,78,1032,123,97.76
3,10,887,92,923,136,93.41
3,11,940,58,976,103,108.15
3,12,1217,131,1275,173,83.74
3,13,739,111,788,157,91.38
3,14,874,73,912,109,105.92
3,15,672,109,721,152,95.28
3,16,721,86,767,127,98.28
3,17,808,64,854,103,114.19
3,18,673,73,714,110,110.46
3,19,732,67,775,110,111.2
4,0,636,161,695,209,83.17
4,1,813,91,852,138,95.28
4,2,1143,115,1190,162,85.5
4,3,796,147,847,196,79.37
4,4,957,137,1012,180,82.59
4,5,1039,137,1097,180,80.63
4,6,850,122,904,163,87.96
4,7,1215,88,1256,132,95.29
4,8,987,77,1032,123,97.49
4,9,1081,54,1129,96,109.97
4,10,887,92,923,136,92.76
4,11,940,56,976,102,109.67
4,12,741,110,788,158,91.1
4,13,1217,131,1274,173,84.71
4,14,673,108,721,151,94.39
4,15,721,86,765,128,97.01
4,16,875,73,913,108,105.87
4,17,808,63,855,103,112.88
4,18,672,72,713,109,109.82
4,19,732,67,775,110,110.63
5,0,813,92,852,139,93.79
5,1,1144,115,1190,162,85.27
5,2,635,161,696,210,83.02
5,3,796,148,847,196,80.52
5,4,957,138,1012,181,81.83
5,5,1039,137,1096,181,80.61
5,6,1215,89,1255,133,93.78
5,7,849,123,904,164,87.76
5,8,987,79,1032,123,98.76
5,9,1082,54,1129,98,110.02
5,10,887,93,923,136,93.01
5,11,1218,130,1274,174,83.72
5,12,940,58,976,103,107.88
5,13,738,112,788,158,90.67
5,14,672,109,721,152,94.38
5,15,874,73,912,108,104.37
5,16,720,86,768,127,97.86
5,17,809,65,854,104,114.04
5,18,672,72,713,110,110.85
6,0,635,161,695,210,83.35
6,1,813,93,851,139,94.03
6,2,1142,116,1190,163,88.67
6,3,1214,89,1256,134,94.67
6,4,1039,137,1096,182,82.85
6,5,958,138,1013,182,81.87
6,6,848,123,904,165,87.7
6,7,795,149,848,197,81.15
6,8,1081,55,1129,98,110.53
6,9,988,79,1032,123,98.21
6,10,887,93,923,137,92.77
6,11,1217,131,1273,173,83.51
6,12,940,59,976,102,107.68
6,13,672,110,722,152,95.27
6,14,740,112,788,159,91.03
6,15,720,86,768,128,97.75
6,16,808,65,854,105,112.85
6,17,873,74,913,109,104.19
6,18,669,73,713,112,111.21
7,0,813,93,851,139,94.03
7,1,1143,115,1190,163,88.81
7,2,635,161,695,211,82.82
7,3,1040,136,1096,181,81.83
7,4,795,148,848,196,81.37
7,5,958,138,1013,182,81.89
7,6,1215,90,1257,134,94.97
7,7,849,123,905,165,87.7
7,8,1082,55,1129,98,110.31
7,9,987,78,1032,123,98.78
7,10,887,93,923,136,92.95
7,11,940,58,976,103,107.7
7,12,671,110,721,153,94.17
7,13,1218,131,1274,173,83.62
7,14,740,112,788,159,91.0
7,15,873,74,914,109,104.7
7,16,808,65,854,105,113.1
7,17,720,86,769,128,97.81
7,18,671,73,713,111,112.36
8,0,635,161,695,209,82.98
8,1,813,91,852,139,93.97
8,2,1143,115,1190,162,85.81
8,3,796,147,848,196,79.96
8,4,958,137,1013,181,82.39
8,5,1039,137,1097,180,80.72
8,6,1082,53,1130,97,110.52
8,7,850,123,904,164,87.54
8,8,1215,88,1256,133,95.32
8,9,987,78,1031,123,98.48
8,10,887,93,923,136,93.11
8,11,940,57,976,103,108.42
8,12,1217,131,1274,173,83.73
8,13,739,111,788,157,91.3
8,14,874,74,913,109,105.11
8,15,720,86,767,127,97.85
8,16,675,108,721,151,95.05
8,17,808,64,855,103,113.58
8,18,673,72,713,109,111.94
8,19,731,67,776,109,111.58
9,0,813,92,852,139,94.53
9,1,1143,114,1190,163,85.35
9,2,795,148,848,196,79.6
9,3,1039,137,1096,181,80.58
9,4,635,161,695,210,82.82
9,5,958,138,1012,181,82.35
9,6,1215,88,1257,133,94.76
9,7,849,123,904,164,87.62
9,8,1082,54,1129,97,110.21
9,9,988,79,1031,123,97.73
9,10,887,93,922,136,93.26
9,11,940,57,976,103,107.14
9,12,740,111,789,157,91.1
9,13,1218,130,1274,173,83.8
9,14,873,73,913,109,106.29
9,15,673,108,721,152,94.68
9,16,720,86,769,127,97.18
9,17,808,64,855,103,113.49
9,18,676,72,713,109,110.5
10,0,635,160,695,211,83.47
10,1,813,93,851,139,94.63
10,2,1141,115,1191,163,88.76
10,3,1040,137,1096,181,81.85
10,4,958,138,1012,182,82.01
10,5,796,149,848,196,80.83
10,6,1214,89,1257,133,94.22
10,7,849,124,904,165,87.5
10,8,1082,55,1129,98,109.31
10,9,987,78,1032,123,99.34
10,10,887,93,923,136,93.32
10,11,671,110,722,153,94.53
10,12,1218,130,1275,173,83.6
10,13,940,59,975,103,107.78
10,14,738,112,789,159,91.42
10,15,809,65,854,105,113.55
10,16,720,86,768,128,97.59
10,17,872,74,912,109,103.77
10,18,669,73,713,111,111.06
11,0,1142,115,1191,163,88.64
11,1,813,93,851,139,94.5
11,2,635,161,695,211,83.0
11,3,1214,89,1256,134,95.26
11,4,1040,137,1096,181,81.48
11,5,958,138,1012,182,81.78
11,6,795,149,848,197,80.91
11,7,848,124,905,165,87.46
11,8,988,78,1033,123,98.13
11,9,1082,54,1129,98,109.65
11,10,887,92,923,137,93.11
11,11,1218,130,1274,173,83.77
11,12,673,110,721,153,94.63
11,13,739,112,788,159,91.39
11,14,939,57,977,102,108.28
11,15,720,86,768,128,97.25
11,16,872,74,912,109,103.29
11,17,808,65,854,104,113.49
11,18,671,73,713,111,108.03
12,0,813,91,851,138,93.77
12,1,635,161,694,209,82.7
12,2,1143,114,1190,162,85.68
12,3,796,148,848,196,80.24
12,4,958,136,1012,181,82.09
12,5,1039,137,1096,181,80.38
12,6,850,123,904,163,87.77
12,7,1215,88,1257,132,95.74
12,8,1081,54,1129,97,109.61
12,9,987,78,1031,123,98.25
