frame,ID,left_xmin,left_ymin,left_xmax,left_ymax,distance_cm
0,0,990,103,1041,147,91.33
0,1,1246,109,1288,148,92.17
0,2,793,104,840,141,92.23
0,3,885,104,933,141,91.96
0,4,1107,106,1149,145,91.88
0,5,1152,92,1194,131,98.63
0,6,1105,72,1148,110,107.81
0,7,1026,82,1070,120,101.77
0,8,772,84,815,117,102.33
0,9,1212,80,1261,123,103.82
0,10,968,82,1002,121,99.72
0,11,1025,60,1069,92,112.85
0,12,910,86,947,129,93.93
1,0,989,103,1040,146,90.96
1,1,1246,109,1288,148,92.3
1,2,886,104,933,141,91.93
1,3,793,103,841,141,92.14
1,4,1151,92,1193,131,98.44
1,5,1106,107,1149,145,91.95
1,6,1106,72,1150,111,107.9
1,7,1026,82,1069,120,101.84
1,8,1212,80,1262,123,102.01
1,9,969,83,1002,121,99.32
1,10,1025,59,1069,92,113.0
1,11,772,84,815,117,102.5
2,0,990,103,1041,146,91.24
2,1,1247,109,1288,148,92.29
2,2,885,104,933,141,91.94
2,3,1151,91,1194,132,98.84
2,4,793,104,840,141,92.11
2,5,1107,106,1149,145,92.42
2,6,1105,72,1148,111,108.14
2,7,1027,82,1070,120,102.0
2,8,772,83,815,116,101.74
2,9,1212,80,1259,123,101.76
2,10,1026,59,1068,91,113.18
2,11,968,82,1002,121,98.6
2,12,910,85,947,128,94.11
2,13,1125,60,1157,91,119.91
3,0,990,103,1040,147,91.15
3,1,1246,109,1288,148,92.27
3,2,885,104,933,141,91.72
3,3,793,103,840,141,92.09
3,4,1152,92,1194,131,98.79
3,5,1106,107,1149,145,92.0
3,6,1105,72,1149,111,107.71
3,7,771,83,815,117,101.99
3,8,1026,82,1068,120,101.68
3,9,1212,80,1261,123,102.43
3,10,968,82,1002,121,97.87
3,11,1026,60,1068,94,115.34
3,12,910,84,947,128,94.14
4,0,990,103,1040,147,90.94
4,1,1246,110,1288,148,92.34
4,2,793,104,840,141,92.22
4,3,886,104,933,141,91.71
4,4,1107,106,1149,145,91.99
4,5,1151,91,1194,132,98.94
4,6,1105,72,1148,110,108.3
4,7,771,83,815,116,102.15
4,8,1026,82,1069,120,101.94
4,9,968,82,1001,121,98.03
4,10,1212,80,1262,123,103.65
4,11,1026,60,1069,93,112.72
4,12,910,85,946,129,93.25
5,0,989,103,1041,146,91.11
5,1,1246,110,1288,148,92.43
5,2,793,104,840,141,92.16
5,3,885,104,933,141,91.87
5,4,1151,92,1193,132,98.46
5,5,1106,106,1149,145,92.73
5,6,1105,72,1147,111,108.47
5,7,771,82,815,116,102.15
5,8,1026,81,1070,120,101.67
5,9,1212,80,1261,123,102.51
5,10,968,82,1001,121,98.47
5,11,910,85,947,128,94.37
6,0,990,103,1041,147,90.89
6,1,1246,109,1288,148,92.69
6,2,886,104,934,141,91.66
6,3,793,104,840,141,92.05
