frame,ID,left_xmin,left_ymin,left_xmax,left_ymax,distance_cm
0,0,782,202,836,251,69.74
0,1,603,218,667,270,70.68
0,2,842,167,897,210,78.3
0,3,643,154,695,197,84.41
0,4,960,185,1019,230,71.85
0,5,801,132,837,182,84.43
0,6,1247,170,1309,219,74.9
0,8,700,128,753,167,89.77
0,9,719,157,769,206,81.01
0,10,993,116,1034,160,87.0
0,11,883,132,917,179,84.49
0,12,1163,159,1215,208,76.62
0,13,642,113,689,149,96.44
0,14,941,90,973,139,95.86
0,15,1051,183,1114,230,71.73
0,16,866,109,908,145,91.79
0,17,798,105,843,141,95.52
0,18,1087,85,1142,128,96.12
0,19,716,111,759,145,105.63
1,0,783,203,835,251,69.65
1,1,603,218,667,270,70.73
1,2,842,168,897,211,78.16
1,3,643,154,696,198,84.37
1,4,961,184,1019,231,71.88
1,5,801,133,837,182,84.65
1,6,1246,172,1309,219,74.79
1,7,1239,123,1287,167,85.74
1,8,719,158,770,207,80.94
1,9,700,128,754,167,89.63
1,10,992,117,1035,160,87.52
1,11,1163,160,1215,208,76.47
1,12,641,113,689,149,96.2
1,13,883,133,917,180,84.33
1,14,1051,184,1114,231,71.85
1,15,941,92,974,139,95.05
1,16,866,110,909,145,91.34
1,17,720,110,758,145,107.54
2,0,782,203,836,251,69.69
2,1,603,218,667,270,70.72
2,2,842,167,897,210,78.2
2,3,643,154,696,197,84.34
2,4,961,184,1019,230,71.88
2,5,802,132,837,182,84.8
2,6,1247,171,1310,220,74.81
2,7,1239,123,1288,166,85.91
2,8,719,157,770,207,81.04
2,9,700,128,753,167,89.64
2,10,993,116,1034,160,87.15
2,11,883,132,917,179,84.14
2,12,1163,160,1216,209,76.5
2,13,642,113,689,149,96.08
2,14,1050,184,1114,231,71.68
2,15,942,93,973,139,94.91
2,16,867,110,910,145,92.29
2,17,718,111,758,145,94.26
3,0,782,203,836,251,69.73
3,1,603,218,667,270,70.79
3,2,842,167,897,210,78.07
3,3,643,154,696,197,84.75
3,4,961,184,1019,231,71.96
3,5,802,132,837,182,85.17
3,6,1248,171,1310,219,74.79
3,7,1240,124,1288,165,85.86
3,8,720,157,771,207,81.03
3,9,642,113,690,149,96.13
3,10,884,132,917,180,84.56
3,11,700,128,753,167,89.37
3,12,992,117,1035,160,87.12
3,13,1162,160,1215,208,76.6
3,14,1051,183,1114,231,71.71
3,15,942,93,973,139,94.68
3,16,867,109,909,145,91.69
3,17,718,111,759,144,108.61
3,18,798,105,842,141,95.24
4,0,782,202,835,251,69.69
4,1,603,218,667,269,70.77
4,2,842,167,897,209,78.18
4,3,643,154,695,197,84.61
4,4,961,184,1020,230,71.9
4,5,801,131,837,181,85.03
4,6,1247,170,1309,218,74.9
4,7,719,156,770,205,81.02
4,8,1240,123,1289,164,86.14
4,9,700,128,752,167,89.65
4,10,992,116,1034,160,87.19
4,11,883,131,917,179,84.39
4,12,641,112,689,148,96.37
4,13,1163,160,1215,208,76.32
