frame,ID,left_xmin,left_ymin,left_xmax,left_ymax,distance_cm
0,0,1310,750,1382,822,38.65
0,1,1147,801,1238,873,32.82
0,3,1006,786,1093,854,32.31
0,4,785,599,839,669,45.76
0,5,1057,595,1118,644,47.71
0,6,447,541,530,597,57.33
0,7,1008,699,1098,763,38.4
0,8,875,543,950,598,52.05
0,9,1405,664,1470,721,48.48
0,10,770,505,849,558,57.55
0,11,636,604,725,671,47.15
0,12,667,510,739,566,56.68
0,13,983,517,1030,572,55.71
0,14,1040,535,1104,585,54.35
0,15,575,502,653,562,59.11
0,16,641,563,725,614,52.11
0,17,1188,523,1260,578,58.23
0,18,703,797,833,889,31.13
0,19,430,812,553,918,34.9
1,0,1309,749,1382,822,38.61
1,1,1146,800,1238,874,32.76
1,3,1005,786,1093,856,32.25
1,4,450,540,528,596,57.28
1,5,1057,595,1118,644,47.66
1,6,786,599,838,668,45.69
1,7,1406,664,1470,722,48.47
1,8,874,543,950,598,52.19
1,9,1008,699,1099,762,38.4
1,10,635,604,726,670,47.13
1,11,667,509,738,565,56.72
1,12,984,517,1031,571,55.63
1,13,1040,536,1105,585,54.25
1,14,771,504,849,558,57.4
1,15,576,501,653,562,59.1
1,16,1188,524,1260,576,58.18
1,17,641,560,727,613,52.81
1,18,702,797,831,890,31.03
1,19,428,811,554,918,34.94
2,0,1309,749,1383,821,38.61
2,1,1145,800,1238,872,32.78
2,2,786,597,838,667,45.66
2,3,1006,784,1093,854,32.28
2,4,449,540,529,595,57.31
2,5,1057,594,1118,644,47.68
2,6,1436,813,1538,886,38.1
2,7,876,542,950,597,52.21
2,8,1009,699,1099,761,38.41
2,9,1405,664,1471,722,48.49
2,10,636,603,726,670,47.2
2,11,984,516,1031,572,55.62
2,12,667,508,739,565,56.76
2,13,1040,535,1105,584,54.2
2,14,770,502,849,557,57.54
2,15,577,501,652,561,59.06
2,16,641,561,727,613,52.0
2,17,705,798,828,884,31.16
2,18,1189,523,1260,576,58.08
3,0,1309,749,1383,821,38.6
3,1,1145,800,1239,873,32.78
3,2,786,596,839,667,45.65
3,3,1006,784,1094,853,32.3
3,4,449,540,528,594,57.35
3,5,1438,811,1539,886,38.18
3,6,1057,594,1119,644,47.7
3,7,876,540,951,596,52.19
3,8,1009,697,1100,761,38.49
3,9,1406,664,1472,722,48.56
3,10,984,515,1031,571,55.67
3,11,637,603,725,667,47.13
3,12,1040,534,1106,584,54.29
3,13,771,500,848,556,57.61
3,14,669,507,740,565,56.78
3,15,577,499,651,559,59.24
3,16,642,561,725,613,51.95
3,17,705,798,828,882,31.23
3,18,1187,524,1261,574,58.1
4,0,1144,800,1238,872,32.79
4,1,1309,749,1384,821,38.59
4,2,787,595,839,667,45.67
4,3,1006,784,1094,854,32.26
4,5,447,538,530,594,57.38
4,6,1055,593,1119,643,47.83
4,7,876,540,951,596,52.07
4,8,984,514,1031,570,55.76
4,9,1008,698,1101,760,38.43
4,10,639,603,725,666,47.04
4,11,1405,663,1473,720,48.59
4,12,1041,534,1106,583,54.31
4,13,668,507,739,564,56.79
4,14,771,500,849,556,57.55
4,15,576,499,653,559,59.32
4,16,644,560,724,612,51.93
4,17,1186,524,1262,573,58.13
4,18,705,798,828,883,31.12
4,19,425,810,557,914,34.93
5,0,1145,800,1238,871,32.8
5,1,1308,749,1384,820,38.53
5,2,788,595,839,666,45.69
5,3,1005,784,1094,852,32.29
5,4,447,538,530,594,57.34
5,5,1056,593,1118,643,47.74
5,6,875,539,950,596,52.1
5,7,1009,697,1100,760,38.43
5,8,984,514,1031,571,55.63
5,9,1436,814,1540,886,38.17
5,10,638,603,725,666,47.04
5,11,1404,664,1473,720,48.57
5,12,1042,533,1104,583,54.26
5,13,669,506,739,563,56.84
5,14,771,500,848,556,57.49
5,15,577,499,653,559,59.32
5,16,1187,523,1261,574,58.01
5,17,643,560,725,612,51.9
5,18,706,798,825,883,31.09
6,0,1145,801,1238,872,32.75
6,1,1308,749,1384,821,38.49
6,2,787,596,839,667,45.63
6,3,1437,812,1537,886,38.14
6,4,1006,784,1094,855,32.24
6,5,449,539,529,595,57.31
6,6,1056,594,1119,644,47.71
6,7,874,541,951,597,52.07
6,8,1009,698,1101,760,38.47
6,9,637,603,725,668,47.06
6,10,1405,664,1473,720,48.61
6,11,983,513,1031,571,55.75
6,12,668,508,739,564,56.84
6,13,1040,534,1106,584,54.19
6,14,771,501,850,557,57.39
6,15,576,500,652,560,59.24
6,16,1187,524,1261,575,58.02
6,17,642,562,725,613,51.5
6,18,703,798,828,885,31.15
7,0,1308,750,1382,822,38.53
7,1,1145,801,1238,873,32.74
7,3,1005,785,1093,856,32.22
7,4,787,598,837,667,45.65
7,5,450,540,529,596,57.23
7,6,1055,595,1119,645,47.69
7,7,1406,665,1470,721,48.53
7,8,875,542,950,597,52.11
7,9,1009,698,1098,762,38.4
7,10,636,604,725,669,47.06
7,11,668,508,739,565,56.93
7,12,770,503,849,559,57.32
7,13,984,516,1030,572,55.57
7,14,576,501,653,561,59.16
7,15,1039,535,1106,585,54.15
7,16,642,561,726,613,51.64
7,17,1188,523,1260,576,58.0
7,18,702,798,834,889,31.07
7,19,426,810,556,916,34.92
8,0,1145,801,1238,875,32.71
8,1,1309,751,1382,822,38.55
8,2,786,600,837,669,45.59
8,3,1437,811,1536,886,38.13
8,4,1005,785,1093,855,32.2
8,5,1056,595,1118,645,47.69
8,6,449,541,529,597,57.26
8,7,1407,665,1470,721,48.58
8,8,876,542,950,598,52.09
8,9,1009,698,1099,762,38.46
8,10,636,604,726,670,47.01
8,11,668,510,738,565,56.82
8,12,770,505,848,559,57.32
8,13,984,517,1031,572,55.5
8,14,576,502,653,561,59.17
8,15,1040,535,1105,585,54.19
8,16,1187,526,1260,576,58.11
8,17,641,562,726,613,52.11
8,18,705,799,827,887,31.03
8,19,429,812,555,916,34.67
9,0,1309,751,1382,822,38.52
9,1,1144,800,1237,873,32.73
9,3,786,599,837,669,45.65
9,4,1005,785,1092,854,32.23
9,5,1056,595,1118,645,47.69
9,6,448,540,529,596,57.48
9,7,876,542,950,598,52.12
9,8,1009,698,1098,762,38.47
9,9,1405,663,1471,722,48.62
9,10,637,604,726,670,47.02
9,11,667,509,739,565,56.88
9,12,984,516,1031,572,55.51
9,13,770,504,848,559,57.32
9,14,1039,535,1106,585,54.17
9,15,576,501,653,561,59.21
9,16,1187,525,1261,576,58.13
9,17,641,561,725,612,52.12
9,18,703,798,828,888,31.1
9,19,430,812,555,916,34.76
10,0,1310,750,1383,820,38.52
10,1,1144,800,1238,874,32.74
10,2,786,597,838,668,45.62
10,4,1006,784,1093,853,32.28
10,5,448,540,530,595,57.34
