frame,ID,left_xmin,left_ymin,left_xmax,left_ymax,distance_cm
0,0,1021,506,1081,556,59.92
0,1,1131,481,1182,534,64.53
0,2,742,511,800,564,58.41
0,3,917,367,949,411,83.53
0,4,840,385,889,426,79.98
0,5,769,410,811,462,73.65
0,6,1209,440,1255,487,73.01
0,7,546,520,625,575,60.9
0,8,523,386,580,429,82.94
0,9,967,410,1009,449,75.32
0,10,931,462,990,510,66.21
0,11,922,501,985,550,60.1
0,12,1212,508,1278,560,62.69
0,13,614,365,663,406,86.33
0,14,692,369,731,402,83.38
0,15,671,419,727,460,74.96
0,16,761,365,810,400,84.94
0,17,962,379,1005,419,82.55
0,18,670,395,722,428,79.45
0,19,1073,368,1116,410,86.05
1,0,1020,506,1082,556,59.91
1,1,742,511,800,564,58.4
1,2,1131,481,1182,534,64.58
1,3,841,385,889,426,79.95
1,4,770,411,811,462,73.59
1,5,1209,440,1255,487,73.06
1,6,545,520,625,575,60.87
1,7,918,366,950,411,83.59
1,8,523,385,579,429,83.12
1,9,967,410,1009,449,75.46
1,10,921,501,986,550,60.22
1,11,615,366,665,406,86.05
1,12,691,369,731,401,83.4
1,13,931,462,990,510,66.35
1,14,760,364,810,401,85.07
1,15,1213,508,1278,560,62.83
1,16,671,420,727,460,75.01
1,17,669,395,722,428,79.01
1,18,961,379,1005,418,82.75
1,19,1071,368,1115,410,88.11
2,0,1020,506,1082,556,59.98
2,1,917,367,949,412,83.17
2,2,1131,481,1182,534,64.48
2,3,742,511,801,564,58.48
2,4,1209,440,1255,488,72.95
2,5,841,385,888,425,79.84
2,6,770,410,811,462,73.68
2,7,545,520,626,575,60.91
2,8,523,386,579,429,83.05
2,9,614,365,663,406,86.2
2,10,967,409,1009,450,75.5
2,11,692,368,732,402,83.57
2,12,1211,508,1278,560,63.09
2,13,921,500,986,550,60.31
2,14,761,365,810,400,84.94
2,15,930,462,990,510,66.27
2,16,671,420,727,460,75.03
2,17,1072,369,1115,411,85.11
2,18,670,396,722,428,79.09
2,19,961,378,1005,418,82.68
3,0,1020,506,1082,556,59.97
3,1,743,512,800,565,58.4
3,2,1131,482,1182,535,64.49
3,3,840,385,888,426,80.04
3,4,917,367,949,412,83.53
3,5,546,520,625,574,60.89
3,6,770,410,812,462,73.71
3,7,1208,439,1255,488,73.02
3,8,523,385,579,429,83.07
3,9,615,365,662,405,86.22
3,10,931,462,990,509,66.44
3,11,922,501,986,550,60.22
3,12,967,410,1009,449,75.62
3,13,761,365,810,400,85.08
3,14,692,369,731,402,83.35
3,15,1213,510,1278,560,62.85
3,16,671,419,727,461,75.01
3,17,670,395,722,428,80.19
3,18,961,379,1005,419,80.71
3,19,1069,370,1116,411,85.06
4,0,1020,506,1082,556,59.96
4,1,1132,482,1182,534,64.48
4,2,741,511,800,565,58.43
4,3,917,366,949,412,83.22
4,4,840,385,889,426,80.0
4,5,769,410,812,462,73.64
4,6,546,520,625,575,60.84
4,7,1209,440,1255,488,73.02
4,8,524,385,579,430,83.11
4,9,967,410,1009,449,75.63
4,10,922,500,986,550,60.28
4,11,616,364,663,406,86.17
4,12,930,462,990,510,66.39
4,13,692,370,731,402,83.13
4,14,760,365,810,401,85.05
4,15,1213,510,1279,560,62.87
4,16,671,419,727,460,75.1
4,17,961,379,1005,418,80.96
4,18,671,395,722,428,79.55
4,19,1071,370,1115,410,85.13
5,0,1019,506,1082,556,59.99
5,1,742,512,801,565,58.41
5,2,1130,481,1182,535,64.53
5,3,917,367,950,412,83.84
5,4,841,384,889,426,79.96
5,5,1209,439,1255,488,72.98
5,6,770,410,811,462,73.67
5,7,545,520,625,575,60.87
5,8,967,410,1009,449,75.7
5,9,922,500,986,550,60.42
5,10,930,462,990,510,66.33
5,11,523,385,579,430,83.05
5,12,1211,507,1279,561,63.04
5,13,690,369,731,402,83.23
5,14,615,364,664,405,86.12
5,15,671,419,727,460,75.04
5,16,761,364,812,401,85.04
5,17,961,379,1005,419,80.81
5,18,670,395,723,429,79.76
5,19,1068,370,1116,411,85.29
6,0,1020,506,1082,556,60.01
6,1,742,511,800,565,58.48
6,2,1132,482,1182,534,64.54
6,3,917,367,949,412,83.34
6,4,841,385,888,426,79.79
6,5,1209,440,1255,488,72.91
6,6,769,409,811,462,73.74
6,7,544,520,626,575,60.93
6,8,931,462,990,510,66.37
6,9,615,364,663,406,86.11
6,10,968,409,1009,449,75.65
6,11,1212,509,1278,560,62.85
6,12,922,500,986,550,60.37
6,13,522,386,579,430,83.09
6,14,691,369,731,402,83.38
6,15,671,419,727,460,75.03
6,16,761,365,808,401,84.96
6,17,961,379,1005,419,81.29
6,18,670,395,722,428,80.24
6,19,1070,369,1116,410,85.28
7,0,1019,506,1082,556,60.05
7,1,743,512,800,564,58.45
7,2,917,367,949,412,83.25
7,3,1130,482,1181,535,64.44
7,4,841,385,888,426,80.06
7,5,1209,440,1255,488,72.9
7,6,770,410,811,462,73.7
7,7,544,519,626,575,60.95
7,8,967,409,1009,450,75.62
7,9,523,385,580,430,83.15
7,10,923,501,986,550,60.34
7,12,615,364,663,406,85.93
7,13,1215,508,1279,560,62.94
7,14,693,370,731,401,83.47
7,15,670,420,727,460,75.04
7,16,762,364,812,400,85.05
7,17,961,379,1005,419,81.24
7,18,670,395,723,428,80.05
7,19,1069,368,1116,410,86.66
8,0,1020,506,1081,556,60.02
8,1,742,513,800,564,58.4
8,2,1132,481,1182,534,64.52
8,3,840,385,889,426,79.88
8,4,917,366,950,412,83.27
8,5,769,409,811,461,73.68
8,6,545,520,625,575,60.89
8,7,1209,440,1255,487,72.93
8,8,967,410,1010,449,75.61
8,9,523,385,580,429,83.13
8,10,922,501,986,551,60.21
8,11,931,461,991,509,66.62
8,12,1213,510,1279,560,62.87
8,13,761,366,810,401,84.93
8,14,615,364,663,406,85.89
8,15,691,369,731,402,83.73
8,16,668,420,726,462,74.99
8,17,961,379,1005,418,81.53
8,18,670,395,722,429,80.25
8,19,1070,370,1117,411,85.1
9,0,1020,506,1082,556,60.01
9,1,917,367,949,412,83.27
9,2,1131,481,1182,534,64.59
9,3,741,511,800,564,58.47
9,4,841,385,889,426,79.83
9,5,769,410,812,462,73.69
9,6,1209,440,1255,488,72.98
9,7,544,520,626,575,60.92
9,8,524,385,579,430,83.13
9,9,967,409,1010,449,75.67
9,10,931,461,990,510,66.63
9,11,1210,508,1278,560,62.89
9,12,922,500,986,550,60.29
9,13,615,366,665,406,85.8
9,14,693,370,731,402,83.38
9,15,671,419,727,461,74.99
9,16,761,365,810,401,84.88
9,17,961,379,1005,419,80.78
9,18,670,394,722,428,80.14
9,19,1070,369,1116,410,85.09
10,0,1019,506,1082,556,59.99
10,1,743,511,800,564,58.47
10,2,1131,482,1182,534,64.6
10,3,770,410,810,462,73.66
10,4,841,385,888,425,79.92
10,5,1209,440,1255,487,72.93
10,6,545,520,625,575,60.91
10,7,917,366,949,412,83.66
10,8,524,385,579,429,83.16
10,9,931,461,990,509,66.37
10,10,967,410,1009,449,75.62
10,11,922,501,986,550,60.35
10,12,1212,509,1279,560,62.9
10,13,615,365,663,405,85.99
10,14,692,369,731,402,83.52
10,15,671,419,727,460,75.07
10,16,669,395,722,428,80.25
10,17,961,379,1005,418,80.77
10,18,766,365,811,400,85.04
10,19,1070,370,1116,411,85.47
11,0,1019,506,1082,556,59.98
11,1,742,512,800,564,58.45
11,2,1131,481,1182,534,64.58
11,3,841,385,888,426,79.84
11,4,917,367,949,411,83.38
11,6,769,410,811,462,73.69
11,7,545,520,625,575,60.83
11,8,524,385,579,429,83.17
11,9,966,409,1009,449,75.68
11,10,923,501,985,550,60.26
11,11,931,461,990,510,66.54
11,12,1211,508,1280,560,62.96
11,13,615,364,662,406,85.9
11,14,670,420,727,462,74.94
11,15,763,365,812,401,84.76
11,16,691,368,730,401,83.55
11,17,961,379,1005,418,80.99
11,18,670,395,723,429,80.06
