frame,ID,left_xmin,left_ymin,left_xmax,left_ymax,distance_cm
0,0,782,696,832,734,68.72
0,1,921,681,957,728,70.62
0,2,636,698,683,742,70.75
0,3,946,888,1009,943,43.62
0,4,919,819,967,867,51.57
0,5,544,727,596,773,68.91
0,6,1100,704,1145,743,67.91
0,7,866,723,913,765,63.37
0,8,983,714,1028,756,64.72
0,9,790,759,829,819,57.62
0,10,1044,885,1110,954,43.68
0,11,687,835,740,885,51.81
0,12,1038,746,1083,792,60.6
0,13,744,903,808,963,43.04
0,14,742,664,780,707,75.35
0,15,680,738,729,786,63.46
0,16,484,920,582,983,47.07
0,17,1245,802,1296,856,57.81
1,0,782,695,832,734,68.95
1,1,921,681,958,727,70.66
1,2,635,698,683,742,70.76
1,3,919,819,967,867,51.59
1,4,1099,704,1145,743,68.13
1,5,543,726,596,773,68.84
1,6,982,713,1028,757,64.75
1,7,687,836,741,886,51.68
1,8,789,759,829,819,57.7
1,9,1038,747,1083,792,60.56
1,10,945,889,1009,942,43.73
1,11,866,723,912,765,63.36
1,12,744,902,807,964,43.04
1,13,742,664,780,707,75.0
1,14,1045,885,1110,954,43.93
1,15,680,738,729,786,63.32
1,16,480,920,582,983,47.1
1,17,1245,802,1296,857,57.75
2,0,921,681,958,727,70.67
2,1,782,694,832,735,69.2
2,2,920,818,968,866,51.63
2,3,635,698,683,742,70.67
2,4,543,726,596,773,68.91
2,5,983,714,1028,756,64.64
2,6,946,888,1008,941,43.53
2,7,866,722,912,765,63.37
2,8,1099,704,1145,743,67.92
2,9,1038,747,1083,791,60.62
2,10,790,758,829,819,57.74
2,11,687,835,740,886,51.7
2,12,744,902,807,966,43.02
2,13,743,664,780,707,74.86
2,14,1045,888,1110,954,43.63
2,15,681,738,729,786,63.5
2,16,482,920,582,984,47.03
2,17,1246,803,1296,858,57.68
3,0,921,680,958,728,70.43
3,1,782,695,833,735,68.98
3,2,544,726,597,773,68.88
3,3,635,698,684,742,70.81
3,4,920,817,968,867,51.7
3,5,1039,747,1084,792,60.58
3,6,982,714,1029,757,64.68
3,7,1099,704,1146,743,68.2
3,8,866,722,913,766,63.43
3,9,1044,884,1111,953,43.9
3,10,946,888,1009,941,43.63
3,11,687,836,741,884,51.63
3,12,790,760,829,819,57.77
3,13,743,902,808,965,43.01
3,14,681,738,729,786,63.58
3,15,742,664,781,707,75.02
3,16,478,919,582,984,47.18
3,17,1246,802,1295,856,57.69
3,18,1163,860,1222,918,48.48
4,0,921,681,958,727,70.59
4,1,782,694,832,735,69.19
4,2,1044,884,1111,953,43.96
4,3,543,726,597,772,68.95
4,4,636,698,683,741,70.54
4,5,920,818,967,868,51.57
4,6,946,887,1010,941,43.64
4,7,983,715,1029,756,64.7
4,8,1038,746,1084,792,60.63
4,9,866,722,912,766,63.48
4,10,1101,704,1145,744,67.64
4,11,688,836,741,884,51.7
4,12,744,902,807,966,42.96
4,13,790,760,829,819,57.77
4,14,681,737,729,785,63.83
4,15,743,664,780,707,75.46
4,16,480,920,582,985,47.11
4,17,1245,802,1296,856,57.68
4,18,1160,860,1222,917,48.53
5,0,781,695,832,735,69.13
5,1,1043,883,1111,955,43.89
5,2,921,681,957,727,70.54
5,3,637,698,684,742,70.32
5,4,945,886,1013,942,43.68
5,5,544,726,596,773,68.81
5,6,919,818,968,867,51.64
5,7,790,760,830,819,57.88
5,8,983,714,1029,757,64.63
5,9,1039,747,1084,793,60.56
5,10,1100,704,1145,744,67.89
5,11,866,722,913,766,63.54
5,12,743,901,809,966,43.01
5,13,687,835,742,884,51.64
5,14,743,664,780,707,74.79
5,15,681,738,729,786,63.54
5,16,482,918,583,988,47.02
6,0,1043,882,1111,954,43.99
6,1,921,681,957,728,70.59
6,2,782,695,832,735,69.16
6,3,636,698,684,742,70.69
6,4,545,726,596,773,68.82
6,5,1039,746,1084,792,60.61
6,6,919,817,967,867,51.7
6,7,945,886,1011,943,43.67
6,8,1100,704,1145,744,68.07
6,9,866,722,913,766,63.51
6,10,743,901,809,967,42.94
6,11,983,714,1028,756,64.77
6,12,790,759,829,819,57.87
6,13,742,664,780,707,75.01
6,14,686,835,742,884,51.74
6,15,681,738,729,785,63.55
6,16,481,919,583,991,46.92
7,0,1044,883,1111,954,43.87
7,1,782,695,832,735,69.11
7,2,636,698,683,743,70.59
7,3,921,681,957,727,70.81
7,4,544,727,596,773,68.88
7,5,1099,704,1146,743,68.06
7,6,944,887,1011,941,43.73
7,7,919,817,967,867,51.76
7,8,1039,746,1083,792,60.6
7,9,741,901,810,967,43.0
7,10,983,715,1029,756,64.83
7,11,789,760,830,819,57.82
7,12,865,722,912,766,63.56
7,13,685,835,742,884,51.86
7,14,743,664,780,707,75.25
7,15,681,737,730,785,63.71
7,16,481,918,584,990,46.99
7,17,1246,802,1297,856,57.57
7,18,1163,859,1223,917,48.57
8,0,1044,883,1111,954,43.85
8,1,782,696,832,735,68.89
8,2,921,681,957,727,70.66
8,3,543,725,597,772,69.0
8,4,1099,705,1145,744,68.02
8,5,946,887,1009,940,43.6
8,6,920,817,967,867,51.71
8,7,636,698,683,742,70.69
8,8,741,901,810,967,42.99
8,9,1039,747,1083,792,60.54
8,10,982,714,1029,756,64.88
8,11,865,722,912,766,63.55
8,12,789,760,830,818,57.86
8,13,743,664,780,707,74.98
8,14,685,834,742,884,51.85
8,15,680,738,729,786,63.64
8,16,482,921,585,991,46.87
8,17,1246,802,1297,855,57.59
8,18,1165,860,1222,917,48.55
9,0,1044,882,1111,954,43.86
9,1,782,696,832,735,69.35
9,2,921,681,957,727,70.75
9,3,543,726,597,772,69.0
9,4,635,699,684,742,70.68
9,5,1098,704,1146,743,68.11
9,6,789,760,830,818,58.03
9,7,741,901,810,967,43.07
9,8,1040,747,1083,792,60.54
9,9,921,818,967,866,51.65
9,10,866,722,913,766,63.48
9,11,947,888,1009,941,43.52
9,12,983,713,1028,755,65.11
9,13,686,835,741,885,51.68
9,14,743,664,781,707,74.87
9,15,681,738,730,786,63.59
9,16,480,920,585,990,46.9
9,17,1246,802,1296,854,57.55
9,18,1164,860,1222,918,48.53
10,0,1045,882,1112,954,43.81
10,1,782,695,833,735,69.37
10,2,921,681,957,728,70.82
10,3,636,698,684,742,70.67
10,4,542,726,597,772,69.1
10,5,789,760,830,819,57.94
10,6,741,901,810,967,43.04
10,7,1102,704,1145,744,68.02
10,8,946,888,1009,940,43.67
10,9,919,817,967,867,51.72
10,10,866,721,913,766,63.52
10,11,1039,746,1084,792,60.57
10,12,983,713,1028,755,65.13
10,13,742,664,780,707,75.2
10,14,680,738,728,785,63.49
10,15,685,834,742,884,51.67
10,16,480,920,585,989,46.96
10,17,1247,802,1296,855,57.5
11,0,782,695,831,735,69.42
11,1,1044,884,1111,954,43.82
11,2,921,681,957,728,70.83
11,3,1100,705,1146,744,67.84
11,4,920,817,968,866,51.75
11,5,636,698,684,742,70.63
11,6,946,888,1009,940,43.64
11,7,789,760,830,819,57.88
11,8,542,726,597,772,68.99
11,9,741,901,811,968,43.04
11,10,983,714,1028,755,65.18
11,11,866,722,913,766,63.53
11,12,1040,745,1084,793,60.62
11,13,742,665,780,707,74.95
11,14,680,738,730,786,63.47
11,15,686,834,742,885,51.68
11,16,482,921,587,991,46.89
11,17,1246,802,1297,855,57.5
12,0,783,695,833,735,69.34
12,1,1045,884,1111,955,43.74
12,2,636,698,684,742,70.57
12,3,543,726,596,773,69.05
12,4,921,681,957,727,70.76
12,5,947,888,1010,942,43.61
12,6,741,901,811,967,43.06
12,7,1101,703,1146,744,68.06
12,8,789,760,830,819,57.93
12,9,919,818,968,866,51.67
12,10,866,722,913,766,63.54
12,11,982,713,1029,756,65.39
12,12,1039,745,1084,793,60.58
12,13,742,665,780,708,74.79
12,14,680,738,730,785,63.54
12,15,686,834,743,884,51.63
12,16,482,921,586,993,46.76
12,17,1246,802,1298,855,57.51
13,0,783,696,832,735,69.24
13,1,1045,884,1111,954,43.65
13,2,543,726,596,772,68.96
13,3,921,681,957,727,70.67
13,4,636,699,683,742,70.66
13,5,1100,705,1146,744,67.56
