frame,ID,left_xmin,left_ymin,left_xmax,left_ymax,distance_cm
0,0,787,438,818,474,106.33
0,1,930,396,968,424,121.38
0,2,1156,473,1200,515,97.72
0,4,1169,404,1204,444,119.17
0,5,1078,439,1114,476,105.23
0,6,998,405,1030,445,114.09
0,7,958,447,988,483,106.17
0,8,1033,469,1071,501,97.35
0,9,1070,404,1103,441,117.95
0,10,1208,437,1244,475,107.84
0,11,844,467,879,502,96.88
0,12,896,428,927,463,104.32
0,13,964,469,997,508,96.03
0,14,832,441,862,474,102.1
0,15,746,494,789,536,89.25
0,16,1028,505,1071,539,88.28
0,17,872,504,914,538,87.6
0,18,850,424,879,460,103.16
0,19,789,397,826,429,123.32
1,0,929,396,966,424,119.69
1,1,959,447,989,484,105.15
1,2,789,437,821,473,106.6
1,3,1170,405,1204,444,118.85
1,4,1032,469,1070,502,96.73
1,5,1079,439,1115,475,105.64
1,6,1070,405,1103,440,117.81
1,7,1155,474,1200,515,96.91
1,8,1209,439,1244,475,107.29
1,9,1220,502,1266,539,92.52
1,10,996,407,1029,444,114.05
1,11,896,427,927,463,104.66
1,12,1028,505,1071,539,88.11
1,13,852,467,889,502,96.89
1,14,964,469,998,509,95.82
1,15,872,504,915,537,87.53
1,16,832,441,863,474,101.69
1,17,749,494,788,535,89.18
1,18,789,398,822,430,121.85
1,19,851,426,879,460,102.87
2,0,787,438,818,474,106.03
2,1,1078,439,1113,476,105.26
2,2,960,446,990,486,106.32
2,3,1155,473,1199,515,99.16
2,4,1070,406,1103,441,117.58
2,5,1170,404,1204,444,118.46
2,6,1033,469,1071,502,96.94
2,7,895,429,927,463,104.36
2,8,928,395,968,424,123.12
2,9,997,406,1030,445,114.31
2,10,853,467,890,503,96.71
2,11,963,466,996,508,95.75
2,13,746,494,789,536,89.01
2,14,1209,437,1244,475,108.14
2,15,873,503,915,537,87.78
2,16,833,441,864,474,101.82
2,17,1028,505,1072,540,88.19
2,18,850,425,879,460,103.13
2,19,789,398,825,429,122.44
3,0,788,438,818,474,105.9
3,1,1154,472,1199,514,98.59
3,2,960,447,991,484,105.21
3,3,1078,439,1111,475,105.41
3,4,1170,405,1203,444,118.01
3,5,1209,437,1243,475,108.14
3,6,929,397,967,425,118.09
3,7,1070,404,1103,440,118.13
3,8,1032,468,1071,502,96.87
3,9,1221,502,1266,539,92.63
3,10,843,468,878,502,96.69
3,11,997,405,1029,444,114.42
3,12,746,494,788,536,88.96
3,13,964,470,997,509,95.84
3,14,873,504,915,538,87.55
3,15,895,427,927,463,104.62
3,16,1028,505,1071,540,87.86
3,17,833,441,862,474,101.89
3,18,850,425,879,460,102.92
3,19,789,398,826,429,122.83
4,0,788,438,818,473,106.65
4,1,960,446,990,484,105.07
4,2,1154,473,1199,515,98.09
4,3,1079,438,1113,476,105.82
4,4,1169,404,1204,444,121.61
4,5,930,395,968,425,123.87
4,6,1033,469,1072,503,96.56
4,7,1069,406,1102,442,117.21
4,8,996,406,1029,444,114.12
4,9,1209,437,1243,475,108.22
4,10,895,427,927,463,104.72
4,11,872,503,913,538,87.64
4,13,843,467,878,502,96.82
4,14,833,441,863,474,101.79
4,15,746,493,789,536,89.04
4,16,964,468,997,509,95.94
4,17,1031,503,1074,538,88.78
4,18,851,425,880,459,103.17
4,19,789,397,824,430,122.65
5,0,930,395,965,425,122.59
5,1,787,439,817,473,106.09
5,2,1154,474,1199,515,96.47
5,3,1170,404,1203,444,120.2
5,4,1078,439,1113,475,105.58
5,5,960,447,989,488,103.75
5,6,1070,404,1102,440,117.82
5,7,1033,469,1071,502,96.9
5,8,997,406,1029,444,114.02
5,9,1219,502,1266,540,92.48
5,10,896,427,927,463,104.76
5,11,1027,504,1072,540,87.93
5,12,853,467,889,502,96.84
5,13,872,505,915,537,87.51
5,14,833,441,864,474,101.76
5,15,1209,437,1243,474,108.6
5,16,747,493,788,535,89.03
5,17,788,398,824,429,123.17
5,18,849,425,879,459,103.17
6,0,930,396,967,425,120.49
6,1,787,439,817,473,106.25
6,2,1079,439,1113,476,105.04
